action_id,alert_id,analyst_id,timestamp,action_type,action_result,notes
ACT-003083,ALT-000787,ANL-2016,2026-01-06T01:51:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003084,ALT-000787,ANL-2016,2026-01-06T01:56:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003085,ALT-000787,ANL-2016,2026-01-06T01:59:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003086,ALT-000787,ANL-2016,2026-01-06T02:07:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003087,ALT-000788,ANL-2002,2026-01-06T12:25:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003088,ALT-000788,ANL-2002,2026-01-06T12:33:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003089,ALT-000788,ANL-2002,2026-01-06T12:42:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003090,ALT-000788,ANL-2002,2026-01-06T12:49:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003091,ALT-000789,ANL-2009,2026-01-06T10:11:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003092,ALT-000789,ANL-2009,2026-01-06T10:13:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003093,ALT-000790,ANL-2003,2026-01-06T19:28:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003094,ALT-000790,ANL-2003,2026-01-06T19:32:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003095,ALT-000790,ANL-2003,2026-01-06T19:35:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003096,ALT-000790,ANL-2003,2026-01-06T19:43:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003097,ALT-000791,ANL-2021,2026-01-06T03:34:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003098,ALT-000791,ANL-2021,2026-01-06T03:36:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003099,ALT-000791,ANL-2021,2026-01-06T03:37:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003100,ALT-000791,ANL-2021,2026-01-06T03:44:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003101,ALT-000792,ANL-2006,2026-01-06T05:12:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003102,ALT-000792,ANL-2006,2026-01-06T05:21:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003103,ALT-000792,ANL-2006,2026-01-06T05:31:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003104,ALT-000792,ANL-2006,2026-01-06T05:39:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003105,ALT-000793,ANL-2024,2026-01-06T21:33:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003106,ALT-000793,ANL-2024,2026-01-06T21:34:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003107,ALT-000793,ANL-2024,2026-01-06T21:44:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003108,ALT-000793,ANL-2024,2026-01-06T21:52:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003109,ALT-000794,ANL-2020,2026-01-06T11:09:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003110,ALT-000794,ANL-2020,2026-01-06T11:14:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003111,ALT-000794,ANL-2020,2026-01-06T11:20:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003112,ALT-000794,ANL-2020,2026-01-06T11:27:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003113,ALT-000795,ANL-2015,2026-01-06T09:33:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003114,ALT-000795,ANL-2015,2026-01-06T09:38:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003115,ALT-000795,ANL-2015,2026-01-06T09:44:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003116,ALT-000795,ANL-2015,2026-01-06T09:48:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003117,ALT-000796,ANL-2013,2026-01-06T08:35:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003118,ALT-000796,ANL-2013,2026-01-06T08:42:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003119,ALT-000796,ANL-2013,2026-01-06T08:45:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003120,ALT-000796,ANL-2013,2026-01-06T08:48:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003121,ALT-000797,ANL-2010,2026-01-06T12:19:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003122,ALT-000797,ANL-2010,2026-01-06T12:22:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003123,ALT-000797,ANL-2010,2026-01-06T12:32:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003124,ALT-000797,ANL-2010,2026-01-06T12:33:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003125,ALT-000798,ANL-2020,2026-01-06T20:01:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003126,ALT-000798,ANL-2020,2026-01-06T20:09:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003127,ALT-000798,ANL-2020,2026-01-06T20:15:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003128,ALT-000798,ANL-2020,2026-01-06T20:16:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003129,ALT-000799,ANL-2024,2026-01-06T19:46:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003130,ALT-000799,ANL-2024,2026-01-06T19:53:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003131,ALT-000799,ANL-2024,2026-01-06T20:03:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003132,ALT-000799,ANL-2024,2026-01-06T20:08:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003133,ALT-000800,ANL-2011,2026-01-06T19:13:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003134,ALT-000800,ANL-2011,2026-01-06T19:19:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003135,ALT-000800,ANL-2011,2026-01-06T19:20:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003136,ALT-000800,ANL-2011,2026-01-06T19:24:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003137,ALT-000801,ANL-2019,2026-01-07T12:42:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003138,ALT-000801,ANL-2019,2026-01-07T12:43:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003139,ALT-000801,ANL-2019,2026-01-07T12:53:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003140,ALT-000801,ANL-2019,2026-01-07T13:00:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003141,ALT-000802,ANL-2010,2026-01-07T09:39:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003142,ALT-000802,ANL-2010,2026-01-07T09:41:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003143,ALT-000803,ANL-2012,2026-01-07T03:12:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003144,ALT-000803,ANL-2012,2026-01-07T03:16:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003145,ALT-000803,ANL-2012,2026-01-07T03:24:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003146,ALT-000803,ANL-2012,2026-01-07T03:28:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003147,ALT-000804,ANL-2020,2026-01-07T10:08:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003148,ALT-000804,ANL-2020,2026-01-07T10:09:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003149,ALT-000804,ANL-2020,2026-01-07T10:16:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003150,ALT-000804,ANL-2020,2026-01-07T10:18:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003151,ALT-000805,ANL-2018,2026-01-07T21:32:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003152,ALT-000805,ANL-2018,2026-01-07T21:41:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003153,ALT-000805,ANL-2018,2026-01-07T21:47:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003154,ALT-000805,ANL-2018,2026-01-07T21:56:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003155,ALT-000806,ANL-2013,2026-01-07T05:07:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003156,ALT-000806,ANL-2013,2026-01-07T05:09:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003157,ALT-000806,ANL-2013,2026-01-07T05:10:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003158,ALT-000806,ANL-2013,2026-01-07T05:20:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003159,ALT-000807,ANL-2002,2026-01-08T00:03:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003160,ALT-000807,ANL-2002,2026-01-08T00:10:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003161,ALT-000807,ANL-2002,2026-01-08T00:13:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003162,ALT-000807,ANL-2002,2026-01-08T00:15:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003163,ALT-000808,ANL-2007,2026-01-07T07:18:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003164,ALT-000808,ANL-2007,2026-01-07T07:19:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003165,ALT-000808,ANL-2007,2026-01-07T07:20:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003166,ALT-000808,ANL-2007,2026-01-07T07:30:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003167,ALT-000809,ANL-2013,2026-01-07T05:19:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003168,ALT-000809,ANL-2013,2026-01-07T05:21:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003169,ALT-000809,ANL-2013,2026-01-07T05:31:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003170,ALT-000809,ANL-2013,2026-01-07T05:32:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003171,ALT-000810,ANL-2001,2026-01-07T16:31:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003172,ALT-000810,ANL-2001,2026-01-07T16:33:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003173,ALT-000810,ANL-2001,2026-01-07T16:40:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003174,ALT-000810,ANL-2001,2026-01-07T16:50:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003175,ALT-000811,ANL-2011,2026-01-07T05:28:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003176,ALT-000811,ANL-2011,2026-01-07T05:31:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003177,ALT-000811,ANL-2011,2026-01-07T05:39:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003178,ALT-000811,ANL-2011,2026-01-07T05:40:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003179,ALT-000812,ANL-2014,2026-01-07T13:02:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003180,ALT-000812,ANL-2014,2026-01-07T13:12:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003181,ALT-000812,ANL-2014,2026-01-07T13:15:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003182,ALT-000812,ANL-2014,2026-01-07T13:19:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003183,ALT-000813,ANL-2012,2026-01-07T15:27:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003184,ALT-000813,ANL-2012,2026-01-07T15:28:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003185,ALT-000813,ANL-2012,2026-01-07T15:36:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003186,ALT-000813,ANL-2012,2026-01-07T15:44:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003187,ALT-000814,ANL-2023,2026-01-07T19:52:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003188,ALT-000814,ANL-2023,2026-01-07T19:58:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003189,ALT-000814,ANL-2023,2026-01-07T20:07:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003190,ALT-000814,ANL-2023,2026-01-07T20:12:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003191,ALT-000815,ANL-2011,2026-01-07T16:02:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003192,ALT-000815,ANL-2011,2026-01-07T16:10:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003193,ALT-000816,ANL-2005,2026-01-07T12:17:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003194,ALT-000816,ANL-2005,2026-01-07T12:21:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003195,ALT-000816,ANL-2005,2026-01-07T12:28:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003196,ALT-000816,ANL-2005,2026-01-07T12:30:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003197,ALT-000817,ANL-2008,2026-01-07T02:36:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003198,ALT-000817,ANL-2008,2026-01-07T02:42:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003199,ALT-000818,ANL-2021,2026-01-07T23:54:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003200,ALT-000818,ANL-2021,2026-01-07T23:58:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003201,ALT-000818,ANL-2021,2026-01-08T00:08:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003202,ALT-000818,ANL-2021,2026-01-08T00:13:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003203,ALT-000819,ANL-2016,2026-01-07T16:10:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003204,ALT-000819,ANL-2016,2026-01-07T16:17:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003205,ALT-000819,ANL-2016,2026-01-07T16:21:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003206,ALT-000819,ANL-2016,2026-01-07T16:25:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003207,ALT-000820,ANL-2005,2026-01-07T18:48:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003208,ALT-000820,ANL-2005,2026-01-07T18:58:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003209,ALT-000820,ANL-2005,2026-01-07T19:02:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003210,ALT-000820,ANL-2005,2026-01-07T19:05:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003211,ALT-000821,ANL-2020,2026-01-07T05:38:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003212,ALT-000821,ANL-2020,2026-01-07T05:48:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003213,ALT-000821,ANL-2020,2026-01-07T05:56:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003214,ALT-000821,ANL-2020,2026-01-07T06:02:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003215,ALT-000822,ANL-2019,2026-01-07T10:41:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003216,ALT-000822,ANL-2019,2026-01-07T10:44:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003217,ALT-000822,ANL-2019,2026-01-07T10:51:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003218,ALT-000822,ANL-2019,2026-01-07T10:54:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003219,ALT-000823,ANL-2023,2026-01-07T23:50:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003220,ALT-000823,ANL-2023,2026-01-07T23:54:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003221,ALT-000823,ANL-2023,2026-01-07T23:55:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003222,ALT-000823,ANL-2023,2026-01-08T00:05:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003223,ALT-000824,ANL-2024,2026-01-07T22:43:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003224,ALT-000824,ANL-2024,2026-01-07T22:49:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003225,ALT-000824,ANL-2024,2026-01-07T22:56:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003226,ALT-000824,ANL-2024,2026-01-07T22:57:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003227,ALT-000825,ANL-2019,2026-01-07T02:40:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003228,ALT-000825,ANL-2019,2026-01-07T02:50:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003229,ALT-000825,ANL-2019,2026-01-07T02:55:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003230,ALT-000825,ANL-2019,2026-01-07T02:56:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003231,ALT-000826,ANL-2013,2026-01-07T18:40:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003232,ALT-000826,ANL-2013,2026-01-07T18:42:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003233,ALT-000827,ANL-2023,2026-01-07T19:46:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003234,ALT-000827,ANL-2023,2026-01-07T19:49:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003235,ALT-000827,ANL-2023,2026-01-07T19:57:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003236,ALT-000827,ANL-2023,2026-01-07T19:58:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003237,ALT-000828,ANL-2024,2026-01-07T07:10:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003238,ALT-000828,ANL-2024,2026-01-07T07:20:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003239,ALT-000828,ANL-2024,2026-01-07T07:24:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003240,ALT-000828,ANL-2024,2026-01-07T07:25:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003241,ALT-000829,ANL-2001,2026-01-07T12:33:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003242,ALT-000829,ANL-2001,2026-01-07T12:39:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003243,ALT-000829,ANL-2001,2026-01-07T12:47:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003244,ALT-000829,ANL-2001,2026-01-07T12:49:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003245,ALT-000830,ANL-2014,2026-01-07T11:04:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003246,ALT-000830,ANL-2014,2026-01-07T11:07:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003247,ALT-000830,ANL-2014,2026-01-07T11:12:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003248,ALT-000830,ANL-2014,2026-01-07T11:17:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003249,ALT-000831,ANL-2017,2026-01-07T06:35:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003250,ALT-000831,ANL-2017,2026-01-07T06:39:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003251,ALT-000831,ANL-2017,2026-01-07T06:43:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003252,ALT-000831,ANL-2017,2026-01-07T06:53:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003253,ALT-000832,ANL-2018,2026-01-07T23:21:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003254,ALT-000832,ANL-2018,2026-01-07T23:31:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003255,ALT-000832,ANL-2018,2026-01-07T23:41:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003256,ALT-000832,ANL-2018,2026-01-07T23:44:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003257,ALT-000833,ANL-2011,2026-01-07T00:40:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003258,ALT-000833,ANL-2011,2026-01-07T00:41:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003259,ALT-000833,ANL-2011,2026-01-07T00:51:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003260,ALT-000833,ANL-2011,2026-01-07T00:54:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003261,ALT-000834,ANL-2017,2026-01-07T03:12:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003262,ALT-000834,ANL-2017,2026-01-07T03:22:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003263,ALT-000834,ANL-2017,2026-01-07T03:30:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003264,ALT-000834,ANL-2017,2026-01-07T03:35:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003265,ALT-000835,ANL-2024,2026-01-07T21:55:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003266,ALT-000835,ANL-2024,2026-01-07T21:59:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003267,ALT-000835,ANL-2024,2026-01-07T22:02:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003268,ALT-000835,ANL-2024,2026-01-07T22:03:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003269,ALT-000836,ANL-2004,2026-01-07T17:20:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003270,ALT-000836,ANL-2004,2026-01-07T17:29:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003271,ALT-000836,ANL-2004,2026-01-07T17:37:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003272,ALT-000836,ANL-2004,2026-01-07T17:42:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003273,ALT-000837,ANL-2005,2026-01-07T04:22:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003274,ALT-000837,ANL-2005,2026-01-07T04:32:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003275,ALT-000837,ANL-2005,2026-01-07T04:33:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003276,ALT-000837,ANL-2005,2026-01-07T04:39:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003277,ALT-000838,ANL-2011,2026-01-07T14:02:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003278,ALT-000838,ANL-2011,2026-01-07T14:08:00Z,VIEW_ALERT,COMPLETED,Auto-generated synthetic investigation step
ACT-003279,ALT-000838,ANL-2011,2026-01-07T14:18:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003280,ALT-000838,ANL-2011,2026-01-07T14:27:00Z,CHECK_IDENTITY,COMPLETED,Auto-generated synthetic investigation step
ACT-003281,ALT-000839,ANL-2014,2026-01-07T16:59:00Z,CHECK_ENDPOINT,COMPLETED,Auto-generated synthetic investigation step
ACT-003282,ALT-000839,ANL-2014,2026-01-07T17:01:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
ACT-003283,ALT-000839,ANL-2014,2026-01-07T17:07:00Z,QUERY_LOGS,COMPLETED,Auto-generated synthetic investigation step
