evidence_id,alert_id,case_id,analyst_id,timestamp,evidence_type,source,reference,relevance
EVD-000684,ALT-000744,CASE-000744,ANL-2012,2026-01-05T07:49:00Z,AUTHENTICATION_LOG,Splunk ES,REF-10497,Supports investigation finding
EVD-000685,ALT-000745,CASE-000745,ANL-2013,2026-01-05T23:18:00Z,SIEM_LOG,Splunk ES,REF-64104,Supports investigation finding
EVD-000686,ALT-000746,CASE-000746,ANL-2007,2026-01-05T09:55:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-96497,Supports investigation finding
EVD-000687,ALT-000747,CASE-000747,ANL-2007,2026-01-05T20:17:00Z,SIEM_LOG,Microsoft Sentinel,REF-63104,Supports investigation finding
EVD-000688,ALT-000748,CASE-000748,ANL-2012,2026-01-05T02:38:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-94129,Supports investigation finding
EVD-000689,ALT-000750,CASE-000750,ANL-2017,2026-01-05T15:40:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-10453,Supports investigation finding
EVD-000690,ALT-000751,CASE-000751,ANL-2014,2026-01-05T13:44:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-83355,Supports investigation finding
EVD-000691,ALT-000752,CASE-000752,ANL-2001,2026-01-05T16:35:00Z,NETWORK_LOG,IBM QRadar,REF-69754,Supports investigation finding
EVD-000692,ALT-000753,CASE-000753,ANL-2003,2026-01-05T21:56:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-57707,Supports investigation finding
EVD-000693,ALT-000754,CASE-000754,ANL-2004,2026-01-06T00:19:00Z,SIEM_LOG,Splunk ES,REF-58273,Supports investigation finding
EVD-000694,ALT-000756,CASE-000756,ANL-2008,2026-01-05T11:08:00Z,NETWORK_LOG,IBM QRadar,REF-44025,Supports investigation finding
EVD-000695,ALT-000757,CASE-000757,ANL-2010,2026-01-05T01:04:00Z,AUTHENTICATION_LOG,Elastic Security,REF-26056,Supports investigation finding
EVD-000696,ALT-000759,CASE-000759,ANL-2013,2026-01-05T22:04:00Z,ENDPOINT_LOG,Elastic Security,REF-81891,Supports investigation finding
EVD-000697,ALT-000760,CASE-000760,ANL-2024,2026-01-05T17:12:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-78790,Supports investigation finding
EVD-000698,ALT-000762,CASE-000762,ANL-2001,2026-01-06T23:20:00Z,CASE_NOTE,IBM QRadar,REF-70920,Supports investigation finding
EVD-000699,ALT-000763,CASE-000763,ANL-2010,2026-01-06T02:21:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-64160,Supports investigation finding
EVD-000700,ALT-000764,CASE-000764,ANL-2003,2026-01-06T09:16:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-64167,Supports investigation finding
EVD-000701,ALT-000765,CASE-000765,ANL-2015,2026-01-06T04:35:00Z,ENDPOINT_LOG,IBM QRadar,REF-26675,Supports investigation finding
EVD-000702,ALT-000766,CASE-000766,ANL-2019,2026-01-06T06:35:00Z,ENDPOINT_LOG,Elastic Security,REF-87085,Supports investigation finding
EVD-000703,ALT-000767,CASE-000767,ANL-2018,2026-01-06T17:39:00Z,NETWORK_LOG,Microsoft Sentinel,REF-49228,Supports investigation finding
EVD-000704,ALT-000768,CASE-000768,ANL-2008,2026-01-06T02:09:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-39654,Supports investigation finding
EVD-000705,ALT-000769,CASE-000769,ANL-2018,2026-01-06T19:12:00Z,SIEM_LOG,IBM QRadar,REF-55458,Supports investigation finding
EVD-000706,ALT-000770,CASE-000770,ANL-2009,2026-01-06T09:23:00Z,NETWORK_LOG,Microsoft Sentinel,REF-46419,Supports investigation finding
EVD-000707,ALT-000771,CASE-000771,ANL-2003,2026-01-06T09:38:00Z,NETWORK_LOG,Elastic Security,REF-29810,Supports investigation finding
EVD-000708,ALT-000773,CASE-000773,ANL-2005,2026-01-06T07:23:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-98526,Supports investigation finding
EVD-000709,ALT-000774,CASE-000774,ANL-2002,2026-01-06T16:45:00Z,PROCESS_TREE,Elastic Security,REF-53718,Supports investigation finding
EVD-000710,ALT-000775,CASE-000775,ANL-2023,2026-01-06T23:09:00Z,AUTHENTICATION_LOG,Splunk ES,REF-32121,Supports investigation finding
EVD-000711,ALT-000776,CASE-000776,ANL-2012,2026-01-06T18:22:00Z,PROCESS_TREE,Elastic Security,REF-85156,Supports investigation finding
EVD-000712,ALT-000777,CASE-000777,ANL-2002,2026-01-06T23:33:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-21062,Supports investigation finding
EVD-000713,ALT-000778,CASE-000778,ANL-2005,2026-01-06T19:50:00Z,SIEM_LOG,Elastic Security,REF-99795,Supports investigation finding
EVD-000714,ALT-000779,CASE-000779,ANL-2023,2026-01-06T23:57:00Z,SIEM_LOG,Microsoft Sentinel,REF-11629,Supports investigation finding
EVD-000715,ALT-000780,CASE-000780,ANL-2023,2026-01-06T04:53:00Z,CASE_NOTE,IBM QRadar,REF-42900,Supports investigation finding
EVD-000716,ALT-000781,CASE-000781,ANL-2018,2026-01-06T04:31:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-45214,Supports investigation finding
EVD-000717,ALT-000782,CASE-000782,ANL-2015,2026-01-06T19:13:00Z,SIEM_LOG,Microsoft Sentinel,REF-95568,Supports investigation finding
EVD-000718,ALT-000783,CASE-000783,ANL-2011,2026-01-06T21:47:00Z,CASE_NOTE,IBM QRadar,REF-94874,Supports investigation finding
EVD-000719,ALT-000785,CASE-000785,ANL-2002,2026-01-06T20:03:00Z,NETWORK_LOG,Splunk ES,REF-14784,Supports investigation finding
EVD-000720,ALT-000786,CASE-000786,ANL-2013,2026-01-06T06:48:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-76462,Supports investigation finding
EVD-000721,ALT-000787,CASE-000787,ANL-2016,2026-01-06T02:10:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-83535,Supports investigation finding
EVD-000722,ALT-000788,CASE-000788,ANL-2002,2026-01-06T12:51:00Z,CASE_NOTE,Elastic Security,REF-40589,Supports investigation finding
EVD-000723,ALT-000790,CASE-000790,ANL-2003,2026-01-06T19:47:00Z,AUTHENTICATION_LOG,Elastic Security,REF-75797,Supports investigation finding
EVD-000724,ALT-000791,CASE-000791,ANL-2021,2026-01-06T03:45:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-16281,Supports investigation finding
EVD-000725,ALT-000794,CASE-000794,ANL-2020,2026-01-06T11:32:00Z,SIEM_LOG,Splunk ES,REF-30474,Supports investigation finding
EVD-000726,ALT-000795,CASE-000795,ANL-2015,2026-01-06T09:51:00Z,PROCESS_TREE,Microsoft Sentinel,REF-20375,Supports investigation finding
EVD-000727,ALT-000796,CASE-000796,ANL-2013,2026-01-06T08:52:00Z,SIEM_LOG,IBM QRadar,REF-59959,Supports investigation finding
EVD-000728,ALT-000797,CASE-000797,ANL-2010,2026-01-06T12:37:00Z,AUTHENTICATION_LOG,Elastic Security,REF-19525,Supports investigation finding
EVD-000729,ALT-000798,CASE-000798,ANL-2020,2026-01-06T20:17:00Z,ENDPOINT_LOG,Splunk ES,REF-43398,Supports investigation finding
EVD-000730,ALT-000799,CASE-000799,ANL-2024,2026-01-06T20:09:00Z,CASE_NOTE,Microsoft Sentinel,REF-47256,Supports investigation finding
EVD-000731,ALT-000800,CASE-000800,ANL-2011,2026-01-06T19:26:00Z,SIEM_LOG,Elastic Security,REF-84740,Supports investigation finding
EVD-000732,ALT-000801,CASE-000801,ANL-2019,2026-01-07T13:05:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-84956,Supports investigation finding
EVD-000733,ALT-000804,CASE-000804,ANL-2020,2026-01-07T10:22:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-14471,Supports investigation finding
EVD-000734,ALT-000805,CASE-000805,ANL-2018,2026-01-07T21:57:00Z,NETWORK_LOG,Microsoft Sentinel,REF-69230,Supports investigation finding
EVD-000735,ALT-000806,CASE-000806,ANL-2013,2026-01-07T05:22:00Z,SIEM_LOG,Elastic Security,REF-80730,Supports investigation finding
EVD-000736,ALT-000807,CASE-000807,ANL-2002,2026-01-08T00:18:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-67321,Supports investigation finding
EVD-000737,ALT-000808,CASE-000808,ANL-2007,2026-01-07T07:35:00Z,CASE_NOTE,Elastic Security,REF-92470,Supports investigation finding
EVD-000738,ALT-000809,CASE-000809,ANL-2013,2026-01-07T05:36:00Z,CASE_NOTE,Microsoft Sentinel,REF-99619,Supports investigation finding
EVD-000739,ALT-000810,CASE-000810,ANL-2001,2026-01-07T16:52:00Z,PROCESS_TREE,IBM QRadar,REF-45690,Supports investigation finding
EVD-000740,ALT-000811,CASE-000811,ANL-2011,2026-01-07T05:44:00Z,PROCESS_TREE,Elastic Security,REF-62597,Supports investigation finding
EVD-000741,ALT-000812,CASE-000812,ANL-2014,2026-01-07T13:21:00Z,NETWORK_LOG,IBM QRadar,REF-27728,Supports investigation finding
EVD-000742,ALT-000813,CASE-000813,ANL-2012,2026-01-07T15:47:00Z,NETWORK_LOG,IBM QRadar,REF-45829,Supports investigation finding
EVD-000743,ALT-000814,CASE-000814,ANL-2023,2026-01-07T20:15:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-63234,Supports investigation finding
EVD-000744,ALT-000816,CASE-000816,ANL-2005,2026-01-07T12:34:00Z,SIEM_LOG,Microsoft Sentinel,REF-55463,Supports investigation finding
EVD-000745,ALT-000818,CASE-000818,ANL-2021,2026-01-08T00:17:00Z,PROCESS_TREE,Elastic Security,REF-10906,Supports investigation finding
EVD-000746,ALT-000819,CASE-000819,ANL-2016,2026-01-07T16:30:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-72791,Supports investigation finding
EVD-000747,ALT-000820,CASE-000820,ANL-2005,2026-01-07T19:07:00Z,ENDPOINT_LOG,Splunk ES,REF-99916,Supports investigation finding
EVD-000748,ALT-000821,CASE-000821,ANL-2020,2026-01-07T06:05:00Z,CASE_NOTE,Splunk ES,REF-45222,Supports investigation finding
EVD-000749,ALT-000823,CASE-000823,ANL-2023,2026-01-08T00:07:00Z,PROCESS_TREE,Elastic Security,REF-75984,Supports investigation finding
EVD-000750,ALT-000824,CASE-000824,ANL-2024,2026-01-07T22:59:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-63062,Supports investigation finding
EVD-000751,ALT-000825,CASE-000825,ANL-2019,2026-01-07T02:59:00Z,SIEM_LOG,IBM QRadar,REF-46974,Supports investigation finding
EVD-000752,ALT-000827,CASE-000827,ANL-2023,2026-01-07T20:03:00Z,CASE_NOTE,Elastic Security,REF-48027,Supports investigation finding
EVD-000753,ALT-000828,CASE-000828,ANL-2024,2026-01-07T07:27:00Z,ENDPOINT_LOG,IBM QRadar,REF-61769,Supports investigation finding
EVD-000754,ALT-000829,CASE-000829,ANL-2001,2026-01-07T12:52:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-66485,Supports investigation finding
EVD-000755,ALT-000830,CASE-000830,ANL-2014,2026-01-07T11:22:00Z,PROCESS_TREE,Splunk ES,REF-90166,Supports investigation finding
EVD-000756,ALT-000831,CASE-000831,ANL-2017,2026-01-07T06:56:00Z,ENDPOINT_LOG,Elastic Security,REF-37808,Supports investigation finding
EVD-000757,ALT-000832,CASE-000832,ANL-2018,2026-01-07T23:47:00Z,ENDPOINT_LOG,Splunk ES,REF-82776,Supports investigation finding
EVD-000758,ALT-000833,CASE-000833,ANL-2011,2026-01-07T00:55:00Z,ENDPOINT_LOG,Elastic Security,REF-90870,Supports investigation finding
EVD-000759,ALT-000834,CASE-000834,ANL-2017,2026-01-07T03:39:00Z,NETWORK_LOG,Splunk ES,REF-89909,Supports investigation finding
EVD-000760,ALT-000835,CASE-000835,ANL-2024,2026-01-07T22:08:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-91619,Supports investigation finding
EVD-000761,ALT-000836,CASE-000836,ANL-2004,2026-01-07T17:46:00Z,CASE_NOTE,Elastic Security,REF-57423,Supports investigation finding
EVD-000762,ALT-000837,CASE-000837,ANL-2005,2026-01-07T04:44:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-93592,Supports investigation finding
EVD-000763,ALT-000838,CASE-000838,ANL-2011,2026-01-07T14:30:00Z,PROCESS_TREE,Microsoft Sentinel,REF-89760,Supports investigation finding
EVD-000764,ALT-000841,CASE-000841,ANL-2017,2026-01-08T11:07:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-14290,Supports investigation finding
EVD-000765,ALT-000842,CASE-000842,ANL-2017,2026-01-08T23:50:00Z,CASE_NOTE,IBM QRadar,REF-16451,Supports investigation finding
EVD-000766,ALT-000843,CASE-000843,ANL-2018,2026-01-08T13:43:00Z,PROCESS_TREE,Microsoft Sentinel,REF-48462,Supports investigation finding
EVD-000767,ALT-000844,CASE-000844,ANL-2014,2026-01-08T00:37:00Z,PROCESS_TREE,Splunk ES,REF-61577,Supports investigation finding
EVD-000768,ALT-000845,CASE-000845,ANL-2006,2026-01-08T08:04:00Z,ENDPOINT_LOG,Elastic Security,REF-26034,Supports investigation finding
EVD-000769,ALT-000846,CASE-000846,ANL-2020,2026-01-08T09:22:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-72850,Supports investigation finding
EVD-000770,ALT-000847,CASE-000847,ANL-2005,2026-01-08T01:20:00Z,AUTHENTICATION_LOG,Splunk ES,REF-69299,Supports investigation finding
EVD-000771,ALT-000848,CASE-000848,ANL-2011,2026-01-08T00:46:00Z,AUTHENTICATION_LOG,Splunk ES,REF-56934,Supports investigation finding
EVD-000772,ALT-000849,CASE-000849,ANL-2005,2026-01-08T02:54:00Z,CASE_NOTE,IBM QRadar,REF-16887,Supports investigation finding
EVD-000773,ALT-000850,CASE-000850,ANL-2019,2026-01-08T06:40:00Z,NETWORK_LOG,IBM QRadar,REF-10325,Supports investigation finding
EVD-000774,ALT-000851,CASE-000851,ANL-2010,2026-01-08T09:21:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-73203,Supports investigation finding
EVD-000775,ALT-000852,CASE-000852,ANL-2019,2026-01-09T00:16:00Z,PROCESS_TREE,Elastic Security,REF-35469,Supports investigation finding
EVD-000776,ALT-000853,CASE-000853,ANL-2008,2026-01-08T18:42:00Z,AUTHENTICATION_LOG,Splunk ES,REF-22755,Supports investigation finding
EVD-000777,ALT-000854,CASE-000854,ANL-2002,2026-01-08T15:58:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-75824,Supports investigation finding
EVD-000778,ALT-000856,CASE-000856,ANL-2002,2026-01-08T05:24:00Z,NETWORK_LOG,IBM QRadar,REF-37403,Supports investigation finding
EVD-000779,ALT-000857,CASE-000857,ANL-2013,2026-01-08T06:25:00Z,CASE_NOTE,Microsoft Sentinel,REF-10652,Supports investigation finding
EVD-000780,ALT-000858,CASE-000858,ANL-2024,2026-01-09T00:33:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-33273,Supports investigation finding
EVD-000781,ALT-000860,CASE-000860,ANL-2011,2026-01-08T22:11:00Z,CASE_NOTE,Elastic Security,REF-94523,Supports investigation finding
EVD-000782,ALT-000861,CASE-000861,ANL-2014,2026-01-08T22:43:00Z,SIEM_LOG,Elastic Security,REF-56463,Supports investigation finding
EVD-000783,ALT-000862,CASE-000862,ANL-2023,2026-01-08T20:50:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-60672,Supports investigation finding
EVD-000784,ALT-000865,CASE-000865,ANL-2012,2026-01-08T04:20:00Z,PROCESS_TREE,Microsoft Sentinel,REF-23158,Supports investigation finding
EVD-000785,ALT-000866,CASE-000866,ANL-2014,2026-01-08T05:05:00Z,PROCESS_TREE,Splunk ES,REF-64687,Supports investigation finding
EVD-000786,ALT-000867,CASE-000867,ANL-2010,2026-01-08T01:41:00Z,CASE_NOTE,Splunk ES,REF-87552,Supports investigation finding
EVD-000787,ALT-000868,CASE-000868,ANL-2023,2026-01-08T04:55:00Z,AUTHENTICATION_LOG,Elastic Security,REF-92837,Supports investigation finding
EVD-000788,ALT-000871,CASE-000871,ANL-2003,2026-01-09T00:04:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-54660,Supports investigation finding
EVD-000789,ALT-000872,CASE-000872,ANL-2005,2026-01-08T17:08:00Z,SIEM_LOG,Splunk ES,REF-48543,Supports investigation finding
EVD-000790,ALT-000873,CASE-000873,ANL-2014,2026-01-08T17:17:00Z,AUTHENTICATION_LOG,IBM QRadar,REF-63430,Supports investigation finding
EVD-000791,ALT-000875,CASE-000875,ANL-2015,2026-01-08T18:27:00Z,CASE_NOTE,Microsoft Sentinel,REF-67236,Supports investigation finding
EVD-000792,ALT-000876,CASE-000876,ANL-2015,2026-01-08T21:48:00Z,NETWORK_LOG,Microsoft Sentinel,REF-71542,Supports investigation finding
EVD-000793,ALT-000877,CASE-000877,ANL-2002,2026-01-08T05:15:00Z,PROCESS_TREE,Splunk ES,REF-85459,Supports investigation finding
EVD-000794,ALT-000878,CASE-000878,ANL-2019,2026-01-08T12:02:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-16353,Supports investigation finding
EVD-000795,ALT-000879,CASE-000879,ANL-2011,2026-01-08T03:08:00Z,NETWORK_LOG,Elastic Security,REF-49491,Supports investigation finding
EVD-000796,ALT-000880,CASE-000880,ANL-2010,2026-01-08T01:48:00Z,SIEM_LOG,Splunk ES,REF-52942,Supports investigation finding
EVD-000797,ALT-000881,CASE-000881,ANL-2013,2026-01-09T19:41:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-80493,Supports investigation finding
EVD-000798,ALT-000882,CASE-000882,ANL-2014,2026-01-09T05:40:00Z,PROCESS_TREE,Microsoft Sentinel,REF-33080,Supports investigation finding
EVD-000799,ALT-000883,CASE-000883,ANL-2002,2026-01-09T13:02:00Z,PROCESS_TREE,Microsoft Sentinel,REF-39582,Supports investigation finding
EVD-000800,ALT-000885,CASE-000885,ANL-2007,2026-01-09T13:13:00Z,ENDPOINT_LOG,Splunk ES,REF-98824,Supports investigation finding
EVD-000801,ALT-000886,CASE-000886,ANL-2014,2026-01-09T14:24:00Z,SIEM_LOG,IBM QRadar,REF-30431,Supports investigation finding
EVD-000802,ALT-000887,CASE-000887,ANL-2014,2026-01-09T17:07:00Z,NETWORK_LOG,Splunk ES,REF-29952,Supports investigation finding
EVD-000803,ALT-000890,CASE-000890,ANL-2006,2026-01-09T13:39:00Z,NETWORK_LOG,Splunk ES,REF-79328,Supports investigation finding
EVD-000804,ALT-000891,CASE-000891,ANL-2023,2026-01-09T19:33:00Z,CASE_NOTE,Microsoft Sentinel,REF-65273,Supports investigation finding
EVD-000805,ALT-000892,CASE-000892,ANL-2011,2026-01-09T08:38:00Z,NETWORK_LOG,Elastic Security,REF-74674,Supports investigation finding
EVD-000806,ALT-000893,CASE-000893,ANL-2005,2026-01-09T19:05:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-30455,Supports investigation finding
EVD-000807,ALT-000894,CASE-000894,ANL-2024,2026-01-09T15:53:00Z,AUTHENTICATION_LOG,Elastic Security,REF-43177,Supports investigation finding
EVD-000808,ALT-000895,CASE-000895,ANL-2001,2026-01-09T20:08:00Z,NETWORK_LOG,Splunk ES,REF-84482,Supports investigation finding
EVD-000809,ALT-000896,CASE-000896,ANL-2019,2026-01-09T06:32:00Z,NETWORK_LOG,IBM QRadar,REF-93631,Supports investigation finding
EVD-000810,ALT-000897,CASE-000897,ANL-2013,2026-01-09T12:23:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-11575,Supports investigation finding
EVD-000811,ALT-000898,CASE-000898,ANL-2015,2026-01-09T17:07:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-65612,Supports investigation finding
EVD-000812,ALT-000899,CASE-000899,ANL-2012,2026-01-09T13:17:00Z,SIEM_LOG,Splunk ES,REF-87078,Supports investigation finding
EVD-000813,ALT-000900,CASE-000900,ANL-2012,2026-01-09T11:55:00Z,CASE_NOTE,Splunk ES,REF-45085,Supports investigation finding
EVD-000814,ALT-000901,CASE-000901,ANL-2005,2026-01-09T06:36:00Z,CASE_NOTE,IBM QRadar,REF-77876,Supports investigation finding
EVD-000815,ALT-000903,CASE-000903,ANL-2013,2026-01-09T20:59:00Z,CASE_NOTE,Microsoft Sentinel,REF-96797,Supports investigation finding
EVD-000816,ALT-000904,CASE-000904,ANL-2021,2026-01-09T19:13:00Z,SIEM_LOG,Elastic Security,REF-12289,Supports investigation finding
EVD-000817,ALT-000905,CASE-000905,ANL-2006,2026-01-09T07:10:00Z,SIEM_LOG,Microsoft Sentinel,REF-20828,Supports investigation finding
EVD-000818,ALT-000906,CASE-000906,ANL-2001,2026-01-09T05:28:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-21699,Supports investigation finding
EVD-000819,ALT-000907,CASE-000907,ANL-2009,2026-01-09T18:42:00Z,AUTHENTICATION_LOG,Elastic Security,REF-80611,Supports investigation finding
EVD-000820,ALT-000908,CASE-000908,ANL-2002,2026-01-09T00:38:00Z,AUTHENTICATION_LOG,Splunk ES,REF-25013,Supports investigation finding
EVD-000821,ALT-000909,CASE-000909,ANL-2021,2026-01-09T14:36:00Z,CASE_NOTE,Elastic Security,REF-50595,Supports investigation finding
EVD-000822,ALT-000910,CASE-000910,ANL-2018,2026-01-09T03:17:00Z,CASE_NOTE,Splunk ES,REF-20793,Supports investigation finding
EVD-000823,ALT-000911,CASE-000911,ANL-2015,2026-01-09T19:15:00Z,ENDPOINT_LOG,IBM QRadar,REF-89254,Supports investigation finding
EVD-000824,ALT-000912,CASE-000912,ANL-2005,2026-01-10T00:11:00Z,ENDPOINT_LOG,Splunk ES,REF-66681,Supports investigation finding
EVD-000825,ALT-000913,CASE-000913,ANL-2015,2026-01-09T20:38:00Z,PROCESS_TREE,Splunk ES,REF-93994,Supports investigation finding
EVD-000826,ALT-000914,CASE-000914,ANL-2018,2026-01-09T11:39:00Z,SIEM_LOG,IBM QRadar,REF-51561,Supports investigation finding
EVD-000827,ALT-000915,CASE-000915,ANL-2016,2026-01-09T12:47:00Z,CASE_NOTE,Splunk ES,REF-15713,Supports investigation finding
EVD-000828,ALT-000916,CASE-000916,ANL-2015,2026-01-09T06:00:00Z,THREAT_INTELLIGENCE,Elastic Security,REF-76476,Supports investigation finding
EVD-000829,ALT-000917,CASE-000917,ANL-2022,2026-01-09T01:04:00Z,ENDPOINT_LOG,IBM QRadar,REF-44298,Supports investigation finding
EVD-000830,ALT-000918,CASE-000918,ANL-2012,2026-01-09T19:54:00Z,NETWORK_LOG,IBM QRadar,REF-94664,Supports investigation finding
EVD-000831,ALT-000919,CASE-000919,ANL-2013,2026-01-09T03:02:00Z,PROCESS_TREE,Elastic Security,REF-51050,Supports investigation finding
EVD-000832,ALT-000920,CASE-000920,ANL-2017,2026-01-09T15:42:00Z,NETWORK_LOG,IBM QRadar,REF-14178,Supports investigation finding
EVD-000833,ALT-000921,CASE-000921,ANL-2015,2026-01-10T00:46:00Z,AUTHENTICATION_LOG,Splunk ES,REF-28049,Supports investigation finding
EVD-000834,ALT-000923,CASE-000923,ANL-2003,2026-01-10T11:09:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-97534,Supports investigation finding
EVD-000835,ALT-000924,CASE-000924,ANL-2023,2026-01-10T07:18:00Z,NETWORK_LOG,IBM QRadar,REF-99687,Supports investigation finding
EVD-000836,ALT-000925,CASE-000925,ANL-2004,2026-01-10T18:37:00Z,SIEM_LOG,Splunk ES,REF-77331,Supports investigation finding
EVD-000837,ALT-000928,CASE-000928,ANL-2004,2026-01-10T23:54:00Z,SIEM_LOG,Splunk ES,REF-78332,Supports investigation finding
EVD-000838,ALT-000929,CASE-000929,ANL-2003,2026-01-10T08:39:00Z,CASE_NOTE,Splunk ES,REF-31197,Supports investigation finding
EVD-000839,ALT-000930,CASE-000930,ANL-2008,2026-01-10T17:06:00Z,SIEM_LOG,Splunk ES,REF-67943,Supports investigation finding
EVD-000840,ALT-000932,CASE-000932,ANL-2020,2026-01-10T08:50:00Z,SIEM_LOG,Splunk ES,REF-51100,Supports investigation finding
EVD-000841,ALT-000933,CASE-000933,ANL-2006,2026-01-10T18:10:00Z,PROCESS_TREE,Microsoft Sentinel,REF-84100,Supports investigation finding
EVD-000842,ALT-000935,CASE-000935,ANL-2001,2026-01-10T19:58:00Z,PROCESS_TREE,IBM QRadar,REF-71946,Supports investigation finding
EVD-000843,ALT-000936,CASE-000936,ANL-2015,2026-01-11T01:41:00Z,ENDPOINT_LOG,Microsoft Sentinel,REF-13310,Supports investigation finding
EVD-000844,ALT-000937,CASE-000937,ANL-2017,2026-01-10T18:39:00Z,SIEM_LOG,IBM QRadar,REF-48909,Supports investigation finding
EVD-000845,ALT-000938,CASE-000938,ANL-2021,2026-01-10T09:49:00Z,PROCESS_TREE,IBM QRadar,REF-73312,Supports investigation finding
EVD-000846,ALT-000939,CASE-000939,ANL-2022,2026-01-10T08:52:00Z,SIEM_LOG,Splunk ES,REF-15725,Supports investigation finding
EVD-000847,ALT-000940,CASE-000940,ANL-2017,2026-01-10T06:40:00Z,PROCESS_TREE,Elastic Security,REF-90517,Supports investigation finding
EVD-000848,ALT-000942,CASE-000942,ANL-2014,2026-01-10T13:36:00Z,NETWORK_LOG,Elastic Security,REF-34710,Supports investigation finding
EVD-000849,ALT-000943,CASE-000943,ANL-2016,2026-01-10T11:42:00Z,THREAT_INTELLIGENCE,IBM QRadar,REF-65194,Supports investigation finding
EVD-000850,ALT-000944,CASE-000944,ANL-2021,2026-01-10T07:09:00Z,SIEM_LOG,IBM QRadar,REF-81041,Supports investigation finding
EVD-000851,ALT-000945,CASE-000945,ANL-2018,2026-01-11T06:35:00Z,NETWORK_LOG,Splunk ES,REF-85929,Supports investigation finding
EVD-000852,ALT-000946,CASE-000946,ANL-2020,2026-01-10T18:17:00Z,AUTHENTICATION_LOG,Splunk ES,REF-69352,Supports investigation finding
EVD-000853,ALT-000947,CASE-000947,ANL-2006,2026-01-10T01:16:00Z,NETWORK_LOG,Splunk ES,REF-45186,Supports investigation finding
EVD-000854,ALT-000948,CASE-000948,ANL-2012,2026-01-10T08:51:00Z,PROCESS_TREE,IBM QRadar,REF-80667,Supports investigation finding
EVD-000855,ALT-000949,CASE-000949,ANL-2010,2026-01-10T20:54:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-60099,Supports investigation finding
EVD-000856,ALT-000950,CASE-000950,ANL-2008,2026-01-10T11:44:00Z,THREAT_INTELLIGENCE,Microsoft Sentinel,REF-33288,Supports investigation finding
EVD-000857,ALT-000951,CASE-000951,ANL-2017,2026-01-10T10:36:00Z,THREAT_INTELLIGENCE,Splunk ES,REF-83665,Supports investigation finding
EVD-000858,ALT-000952,CASE-000952,ANL-2011,2026-01-10T09:04:00Z,NETWORK_LOG,Microsoft Sentinel,REF-88766,Supports investigation finding
EVD-000859,ALT-000953,CASE-000953,ANL-2018,2026-01-10T07:10:00Z,AUTHENTICATION_LOG,Microsoft Sentinel,REF-87207,Supports investigation finding
EVD-000860,ALT-000954,CASE-000954,ANL-2021,2026-01-10T15:41:00Z,AUTHENTICATION_LOG,Elastic Security,REF-52702,Supports investigation finding
EVD-000861,ALT-000955,CASE-000955,ANL-2016,2026-01-10T04:01:00Z,CASE_NOTE,IBM QRadar,REF-85577,Supports investigation finding
EVD-000862,ALT-000956,CASE-000956,ANL-2019,2026-01-10T23:52:00Z,CASE_NOTE,IBM QRadar,REF-42685,Supports investigation finding
EVD-000863,ALT-000957,CASE-000957,ANL-2013,2026-01-10T02:20:00Z,CASE_NOTE,IBM QRadar,REF-58348,Supports investigation finding
