event_id,alert_id,event_type,timestamp,actor_id,previous_status,new_status
EVT-0005419,ALT-000831,CLOSED,2026-01-07T07:26:00Z,ANL-2017,ESCALATED,CLOSED
EVT-0005420,ALT-000832,CREATED,2026-01-07T23:03:00Z,ANL-2018,,NEW
EVT-0005421,ALT-000832,ASSIGNED,2026-01-07T23:03:00Z,ANL-2018,NEW,ASSIGNED
EVT-0005422,ALT-000832,ACKNOWLEDGED,2026-01-07T23:15:00Z,ANL-2018,ASSIGNED,ACKNOWLEDGED
EVT-0005423,ALT-000832,INVESTIGATION_STARTED,2026-01-07T23:19:00Z,ANL-2018,ACKNOWLEDGED,INVESTIGATING
EVT-0005424,ALT-000832,EVIDENCE_ADDED,2026-01-07T23:47:00Z,ANL-2018,INVESTIGATING,INVESTIGATING
EVT-0005425,ALT-000832,ESCALATION_REQUESTED,2026-01-08T00:43:00Z,ANL-2018,INVESTIGATING,INVESTIGATING
EVT-0005426,ALT-000832,ESCALATED,2026-01-08T00:43:00Z,ANL-2018,INVESTIGATING,ESCALATED
EVT-0005427,ALT-000832,CLOSED,2026-01-08T00:48:00Z,ANL-2018,ESCALATED,CLOSED
EVT-0005428,ALT-000833,CREATED,2026-01-07T00:19:00Z,ANL-2011,,NEW
EVT-0005429,ALT-000833,ASSIGNED,2026-01-07T00:19:00Z,ANL-2011,NEW,ASSIGNED
EVT-0005430,ALT-000833,ACKNOWLEDGED,2026-01-07T00:28:00Z,ANL-2011,ASSIGNED,ACKNOWLEDGED
EVT-0005431,ALT-000833,INVESTIGATION_STARTED,2026-01-07T00:30:00Z,ANL-2011,ACKNOWLEDGED,INVESTIGATING
EVT-0005432,ALT-000833,EVIDENCE_ADDED,2026-01-07T00:55:00Z,ANL-2011,INVESTIGATING,INVESTIGATING
EVT-0005433,ALT-000833,CLOSED,2026-01-07T03:42:00Z,ANL-2011,INVESTIGATING,CLOSED
EVT-0005434,ALT-000834,CREATED,2026-01-07T02:22:00Z,ANL-2017,,NEW
EVT-0005435,ALT-000834,ASSIGNED,2026-01-07T02:22:00Z,ANL-2017,NEW,ASSIGNED
EVT-0005436,ALT-000834,ACKNOWLEDGED,2026-01-07T03:07:00Z,ANL-2017,ASSIGNED,ACKNOWLEDGED
EVT-0005437,ALT-000834,INVESTIGATION_STARTED,2026-01-07T03:08:00Z,ANL-2017,ACKNOWLEDGED,INVESTIGATING
EVT-0005438,ALT-000834,EVIDENCE_ADDED,2026-01-07T03:39:00Z,ANL-2017,INVESTIGATING,INVESTIGATING
EVT-0005439,ALT-000834,ESCALATION_REQUESTED,2026-01-07T06:02:00Z,ANL-2017,INVESTIGATING,INVESTIGATING
EVT-0005440,ALT-000834,ESCALATED,2026-01-07T06:02:00Z,ANL-2017,INVESTIGATING,ESCALATED
EVT-0005441,ALT-000834,CLOSED,2026-01-07T06:08:00Z,ANL-2017,ESCALATED,CLOSED
EVT-0005442,ALT-000835,CREATED,2026-01-07T21:33:00Z,ANL-2024,,NEW
EVT-0005443,ALT-000835,ASSIGNED,2026-01-07T21:33:00Z,ANL-2024,NEW,ASSIGNED
EVT-0005444,ALT-000835,ACKNOWLEDGED,2026-01-07T21:43:00Z,ANL-2024,ASSIGNED,ACKNOWLEDGED
EVT-0005445,ALT-000835,INVESTIGATION_STARTED,2026-01-07T21:48:00Z,ANL-2024,ACKNOWLEDGED,INVESTIGATING
EVT-0005446,ALT-000835,EVIDENCE_ADDED,2026-01-07T22:08:00Z,ANL-2024,INVESTIGATING,INVESTIGATING
EVT-0005447,ALT-000835,CLOSED,2026-01-07T23:10:00Z,ANL-2024,INVESTIGATING,CLOSED
EVT-0005448,ALT-000836,CREATED,2026-01-07T16:13:00Z,ANL-2004,,NEW
EVT-0005449,ALT-000836,ASSIGNED,2026-01-07T16:13:00Z,ANL-2004,NEW,ASSIGNED
EVT-0005450,ALT-000836,ACKNOWLEDGED,2026-01-07T17:13:00Z,ANL-2004,ASSIGNED,ACKNOWLEDGED
EVT-0005451,ALT-000836,INVESTIGATION_STARTED,2026-01-07T17:14:00Z,ANL-2004,ACKNOWLEDGED,INVESTIGATING
EVT-0005452,ALT-000836,EVIDENCE_ADDED,2026-01-07T17:46:00Z,ANL-2004,INVESTIGATING,INVESTIGATING
EVT-0005453,ALT-000836,ESCALATION_REQUESTED,2026-01-07T21:38:00Z,ANL-2004,INVESTIGATING,INVESTIGATING
EVT-0005454,ALT-000836,ESCALATED,2026-01-07T21:38:00Z,ANL-2004,INVESTIGATING,ESCALATED
EVT-0005455,ALT-000836,CLOSED,2026-01-07T21:44:00Z,ANL-2004,ESCALATED,CLOSED
EVT-0005456,ALT-000837,CREATED,2026-01-07T04:15:00Z,ANL-2005,,NEW
EVT-0005457,ALT-000837,ASSIGNED,2026-01-07T04:15:00Z,ANL-2005,NEW,ASSIGNED
EVT-0005458,ALT-000837,ACKNOWLEDGED,2026-01-07T04:16:00Z,ANL-2005,ASSIGNED,ACKNOWLEDGED
EVT-0005459,ALT-000837,INVESTIGATION_STARTED,2026-01-07T04:18:00Z,ANL-2005,ACKNOWLEDGED,INVESTIGATING
EVT-0005460,ALT-000837,EVIDENCE_ADDED,2026-01-07T04:44:00Z,ANL-2005,INVESTIGATING,INVESTIGATING
EVT-0005461,ALT-000837,ESCALATION_REQUESTED,2026-01-07T04:47:00Z,ANL-2005,INVESTIGATING,INVESTIGATING
EVT-0005462,ALT-000837,ESCALATED,2026-01-07T04:47:00Z,ANL-2005,INVESTIGATING,ESCALATED
EVT-0005463,ALT-000837,CLOSED,2026-01-07T04:48:00Z,ANL-2005,ESCALATED,CLOSED
EVT-0005464,ALT-000838,CREATED,2026-01-07T13:31:00Z,ANL-2011,,NEW
EVT-0005465,ALT-000838,ASSIGNED,2026-01-07T13:31:00Z,ANL-2011,NEW,ASSIGNED
EVT-0005466,ALT-000838,ACKNOWLEDGED,2026-01-07T13:55:00Z,ANL-2011,ASSIGNED,ACKNOWLEDGED
EVT-0005467,ALT-000838,INVESTIGATION_STARTED,2026-01-07T13:56:00Z,ANL-2011,ACKNOWLEDGED,INVESTIGATING
EVT-0005468,ALT-000838,EVIDENCE_ADDED,2026-01-07T14:30:00Z,ANL-2011,INVESTIGATING,INVESTIGATING
EVT-0005469,ALT-000838,CLOSED,2026-01-07T16:02:00Z,ANL-2011,INVESTIGATING,CLOSED
EVT-0005470,ALT-000839,CREATED,2026-01-07T16:28:00Z,ANL-2014,,NEW
EVT-0005471,ALT-000839,ASSIGNED,2026-01-07T16:28:00Z,ANL-2014,NEW,ASSIGNED
EVT-0005472,ALT-000839,ACKNOWLEDGED,2026-01-07T16:53:00Z,ANL-2014,ASSIGNED,ACKNOWLEDGED
EVT-0005473,ALT-000839,INVESTIGATION_STARTED,2026-01-07T16:57:00Z,ANL-2014,ACKNOWLEDGED,INVESTIGATING
EVT-0005474,ALT-000839,CLOSED,2026-01-07T17:18:00Z,ANL-2014,INVESTIGATING,CLOSED
EVT-0005475,ALT-000840,CREATED,2026-01-07T20:52:00Z,ANL-2016,,NEW
EVT-0005476,ALT-000840,ASSIGNED,2026-01-07T20:52:00Z,ANL-2016,NEW,ASSIGNED
EVT-0005477,ALT-000840,ACKNOWLEDGED,2026-01-07T21:04:00Z,ANL-2016,ASSIGNED,ACKNOWLEDGED
EVT-0005478,ALT-000840,INVESTIGATION_STARTED,2026-01-07T21:08:00Z,ANL-2016,ACKNOWLEDGED,INVESTIGATING
EVT-0005479,ALT-000840,ESCALATION_REQUESTED,2026-01-07T21:24:00Z,ANL-2016,INVESTIGATING,INVESTIGATING
EVT-0005480,ALT-000840,ESCALATED,2026-01-07T21:24:00Z,ANL-2016,INVESTIGATING,ESCALATED
EVT-0005481,ALT-000840,CLOSED,2026-01-07T21:34:00Z,ANL-2016,ESCALATED,CLOSED
EVT-0005482,ALT-000841,CREATED,2026-01-08T10:29:00Z,ANL-2017,,NEW
EVT-0005483,ALT-000841,ASSIGNED,2026-01-08T10:29:00Z,ANL-2017,NEW,ASSIGNED
EVT-0005484,ALT-000841,ACKNOWLEDGED,2026-01-08T10:50:00Z,ANL-2017,ASSIGNED,ACKNOWLEDGED
EVT-0005485,ALT-000841,INVESTIGATION_STARTED,2026-01-08T10:51:00Z,ANL-2017,ACKNOWLEDGED,INVESTIGATING
EVT-0005486,ALT-000841,EVIDENCE_ADDED,2026-01-08T11:07:00Z,ANL-2017,INVESTIGATING,INVESTIGATING
EVT-0005487,ALT-000841,CLOSED,2026-01-08T16:27:00Z,ANL-2017,INVESTIGATING,CLOSED
EVT-0005488,ALT-000842,CREATED,2026-01-08T23:14:00Z,ANL-2017,,NEW
EVT-0005489,ALT-000842,ASSIGNED,2026-01-08T23:14:00Z,ANL-2017,NEW,ASSIGNED
EVT-0005490,ALT-000842,ACKNOWLEDGED,2026-01-08T23:32:00Z,ANL-2017,ASSIGNED,ACKNOWLEDGED
EVT-0005491,ALT-000842,INVESTIGATION_STARTED,2026-01-08T23:33:00Z,ANL-2017,ACKNOWLEDGED,INVESTIGATING
EVT-0005492,ALT-000842,EVIDENCE_ADDED,2026-01-08T23:50:00Z,ANL-2017,INVESTIGATING,INVESTIGATING
EVT-0005493,ALT-000842,CLOSED,2026-01-09T02:40:00Z,ANL-2017,INVESTIGATING,CLOSED
EVT-0005494,ALT-000843,CREATED,2026-01-08T12:52:00Z,ANL-2018,,NEW
EVT-0005495,ALT-000843,ASSIGNED,2026-01-08T12:52:00Z,ANL-2018,NEW,ASSIGNED
EVT-0005496,ALT-000843,ACKNOWLEDGED,2026-01-08T13:16:00Z,ANL-2018,ASSIGNED,ACKNOWLEDGED
EVT-0005497,ALT-000843,INVESTIGATION_STARTED,2026-01-08T13:18:00Z,ANL-2018,ACKNOWLEDGED,INVESTIGATING
EVT-0005498,ALT-000843,EVIDENCE_ADDED,2026-01-08T13:43:00Z,ANL-2018,INVESTIGATING,INVESTIGATING
EVT-0005499,ALT-000843,CLOSED,2026-01-08T20:52:00Z,ANL-2018,INVESTIGATING,CLOSED
EVT-0005500,ALT-000844,CREATED,2026-01-08T00:04:00Z,ANL-2014,,NEW
EVT-0005501,ALT-000844,ASSIGNED,2026-01-08T00:04:00Z,ANL-2014,NEW,ASSIGNED
EVT-0005502,ALT-000844,ACKNOWLEDGED,2026-01-08T00:12:00Z,ANL-2014,ASSIGNED,ACKNOWLEDGED
EVT-0005503,ALT-000844,INVESTIGATION_STARTED,2026-01-08T00:13:00Z,ANL-2014,ACKNOWLEDGED,INVESTIGATING
EVT-0005504,ALT-000844,EVIDENCE_ADDED,2026-01-08T00:37:00Z,ANL-2014,INVESTIGATING,INVESTIGATING
EVT-0005505,ALT-000844,ESCALATION_REQUESTED,2026-01-08T00:38:00Z,ANL-2014,INVESTIGATING,INVESTIGATING
EVT-0005506,ALT-000844,ESCALATED,2026-01-08T00:38:00Z,ANL-2014,INVESTIGATING,ESCALATED
EVT-0005507,ALT-000844,CLOSED,2026-01-08T00:42:00Z,ANL-2014,ESCALATED,CLOSED
EVT-0005508,ALT-000844,REOPENED,2026-01-08T06:42:00Z,ANL-2014,CLOSED,INVESTIGATING
EVT-0005509,ALT-000844,CLOSED,2026-01-08T07:29:00Z,ANL-2014,INVESTIGATING,CLOSED
EVT-0005510,ALT-000845,CREATED,2026-01-08T07:14:00Z,ANL-2006,,NEW
EVT-0005511,ALT-000845,ASSIGNED,2026-01-08T07:14:00Z,ANL-2006,NEW,ASSIGNED
EVT-0005512,ALT-000845,ACKNOWLEDGED,2026-01-08T07:38:00Z,ANL-2006,ASSIGNED,ACKNOWLEDGED
EVT-0005513,ALT-000845,INVESTIGATION_STARTED,2026-01-08T07:42:00Z,ANL-2006,ACKNOWLEDGED,INVESTIGATING
EVT-0005514,ALT-000845,EVIDENCE_ADDED,2026-01-08T08:04:00Z,ANL-2006,INVESTIGATING,INVESTIGATING
EVT-0005515,ALT-000845,CLOSED,2026-01-08T11:18:00Z,ANL-2006,INVESTIGATING,CLOSED
EVT-0005516,ALT-000846,CREATED,2026-01-08T08:47:00Z,ANL-2020,,NEW
EVT-0005517,ALT-000846,ASSIGNED,2026-01-08T08:47:00Z,ANL-2020,NEW,ASSIGNED
EVT-0005518,ALT-000846,ACKNOWLEDGED,2026-01-08T08:53:00Z,ANL-2020,ASSIGNED,ACKNOWLEDGED
EVT-0005519,ALT-000846,INVESTIGATION_STARTED,2026-01-08T08:58:00Z,ANL-2020,ACKNOWLEDGED,INVESTIGATING
EVT-0005520,ALT-000846,EVIDENCE_ADDED,2026-01-08T09:22:00Z,ANL-2020,INVESTIGATING,INVESTIGATING
EVT-0005521,ALT-000846,CLOSED,2026-01-08T09:26:00Z,ANL-2020,INVESTIGATING,CLOSED
EVT-0005522,ALT-000847,CREATED,2026-01-08T00:47:00Z,ANL-2005,,NEW
EVT-0005523,ALT-000847,ASSIGNED,2026-01-08T00:47:00Z,ANL-2005,NEW,ASSIGNED
EVT-0005524,ALT-000847,ACKNOWLEDGED,2026-01-08T00:54:00Z,ANL-2005,ASSIGNED,ACKNOWLEDGED
EVT-0005525,ALT-000847,INVESTIGATION_STARTED,2026-01-08T00:56:00Z,ANL-2005,ACKNOWLEDGED,INVESTIGATING
EVT-0005526,ALT-000847,EVIDENCE_ADDED,2026-01-08T01:20:00Z,ANL-2005,INVESTIGATING,INVESTIGATING
EVT-0005527,ALT-000847,ESCALATION_REQUESTED,2026-01-08T01:26:00Z,ANL-2005,INVESTIGATING,INVESTIGATING
EVT-0005528,ALT-000847,ESCALATED,2026-01-08T01:26:00Z,ANL-2005,INVESTIGATING,ESCALATED
EVT-0005529,ALT-000847,CLOSED,2026-01-08T01:34:00Z,ANL-2005,ESCALATED,CLOSED
EVT-0005530,ALT-000848,CREATED,2026-01-08T00:08:00Z,ANL-2011,,NEW
EVT-0005531,ALT-000848,ASSIGNED,2026-01-08T00:08:00Z,ANL-2011,NEW,ASSIGNED
EVT-0005532,ALT-000848,ACKNOWLEDGED,2026-01-08T00:16:00Z,ANL-2011,ASSIGNED,ACKNOWLEDGED
EVT-0005533,ALT-000848,INVESTIGATION_STARTED,2026-01-08T00:18:00Z,ANL-2011,ACKNOWLEDGED,INVESTIGATING
EVT-0005534,ALT-000848,EVIDENCE_ADDED,2026-01-08T00:46:00Z,ANL-2011,INVESTIGATING,INVESTIGATING
EVT-0005535,ALT-000848,CLOSED,2026-01-08T02:31:00Z,ANL-2011,INVESTIGATING,CLOSED
EVT-0005536,ALT-000849,CREATED,2026-01-08T02:20:00Z,ANL-2005,,NEW
EVT-0005537,ALT-000849,ASSIGNED,2026-01-08T02:20:00Z,ANL-2005,NEW,ASSIGNED
EVT-0005538,ALT-000849,ACKNOWLEDGED,2026-01-08T02:29:00Z,ANL-2005,ASSIGNED,ACKNOWLEDGED
EVT-0005539,ALT-000849,INVESTIGATION_STARTED,2026-01-08T02:32:00Z,ANL-2005,ACKNOWLEDGED,INVESTIGATING
EVT-0005540,ALT-000849,EVIDENCE_ADDED,2026-01-08T02:54:00Z,ANL-2005,INVESTIGATING,INVESTIGATING
EVT-0005541,ALT-000849,ESCALATION_REQUESTED,2026-01-08T03:43:00Z,ANL-2005,INVESTIGATING,INVESTIGATING
EVT-0005542,ALT-000849,ESCALATED,2026-01-08T03:43:00Z,ANL-2005,INVESTIGATING,ESCALATED
EVT-0005543,ALT-000849,CLOSED,2026-01-08T03:45:00Z,ANL-2005,ESCALATED,CLOSED
EVT-0005544,ALT-000850,CREATED,2026-01-08T06:04:00Z,ANL-2019,,NEW
EVT-0005545,ALT-000850,ASSIGNED,2026-01-08T06:04:00Z,ANL-2019,NEW,ASSIGNED
EVT-0005546,ALT-000850,ACKNOWLEDGED,2026-01-08T06:11:00Z,ANL-2019,ASSIGNED,ACKNOWLEDGED
EVT-0005547,ALT-000850,INVESTIGATION_STARTED,2026-01-08T06:15:00Z,ANL-2019,ACKNOWLEDGED,INVESTIGATING
EVT-0005548,ALT-000850,EVIDENCE_ADDED,2026-01-08T06:40:00Z,ANL-2019,INVESTIGATING,INVESTIGATING
EVT-0005549,ALT-000850,ESCALATION_REQUESTED,2026-01-08T07:06:00Z,ANL-2019,INVESTIGATING,INVESTIGATING
EVT-0005550,ALT-000850,ESCALATED,2026-01-08T07:06:00Z,ANL-2019,INVESTIGATING,ESCALATED
EVT-0005551,ALT-000850,CLOSED,2026-01-08T07:09:00Z,ANL-2019,ESCALATED,CLOSED
EVT-0005552,ALT-000851,CREATED,2026-01-08T08:49:00Z,ANL-2010,,NEW
EVT-0005553,ALT-000851,ASSIGNED,2026-01-08T08:49:00Z,ANL-2010,NEW,ASSIGNED
EVT-0005554,ALT-000851,ACKNOWLEDGED,2026-01-08T08:55:00Z,ANL-2010,ASSIGNED,ACKNOWLEDGED
EVT-0005555,ALT-000851,INVESTIGATION_STARTED,2026-01-08T08:59:00Z,ANL-2010,ACKNOWLEDGED,INVESTIGATING
EVT-0005556,ALT-000851,EVIDENCE_ADDED,2026-01-08T09:21:00Z,ANL-2010,INVESTIGATING,INVESTIGATING
EVT-0005557,ALT-000851,ESCALATION_REQUESTED,2026-01-08T09:44:00Z,ANL-2010,INVESTIGATING,INVESTIGATING
EVT-0005558,ALT-000851,ESCALATED,2026-01-08T09:44:00Z,ANL-2010,INVESTIGATING,ESCALATED
EVT-0005559,ALT-000851,CLOSED,2026-01-08T09:49:00Z,ANL-2010,ESCALATED,CLOSED
EVT-0005560,ALT-000852,CREATED,2026-01-08T22:50:00Z,ANL-2019,,NEW
EVT-0005561,ALT-000852,ASSIGNED,2026-01-08T22:50:00Z,ANL-2019,NEW,ASSIGNED
EVT-0005562,ALT-000852,ACKNOWLEDGED,2026-01-08T23:44:00Z,ANL-2019,ASSIGNED,ACKNOWLEDGED
EVT-0005563,ALT-000852,INVESTIGATION_STARTED,2026-01-08T23:45:00Z,ANL-2019,ACKNOWLEDGED,INVESTIGATING
EVT-0005564,ALT-000852,EVIDENCE_ADDED,2026-01-09T00:16:00Z,ANL-2019,INVESTIGATING,INVESTIGATING
EVT-0005565,ALT-000852,CLOSED,2026-01-09T05:02:00Z,ANL-2019,INVESTIGATING,CLOSED
EVT-0005566,ALT-000853,CREATED,2026-01-08T17:30:00Z,ANL-2008,,NEW
EVT-0005567,ALT-000853,ASSIGNED,2026-01-08T17:30:00Z,ANL-2008,NEW,ASSIGNED
EVT-0005568,ALT-000853,ACKNOWLEDGED,2026-01-08T18:12:00Z,ANL-2008,ASSIGNED,ACKNOWLEDGED
EVT-0005569,ALT-000853,INVESTIGATION_STARTED,2026-01-08T18:16:00Z,ANL-2008,ACKNOWLEDGED,INVESTIGATING
EVT-0005570,ALT-000853,EVIDENCE_ADDED,2026-01-08T18:42:00Z,ANL-2008,INVESTIGATING,INVESTIGATING
EVT-0005571,ALT-000853,CLOSED,2026-01-09T00:20:00Z,ANL-2008,INVESTIGATING,CLOSED
EVT-0005572,ALT-000854,CREATED,2026-01-08T14:53:00Z,ANL-2002,,NEW
EVT-0005573,ALT-000854,ASSIGNED,2026-01-08T14:53:00Z,ANL-2002,NEW,ASSIGNED
EVT-0005574,ALT-000854,ACKNOWLEDGED,2026-01-08T15:46:00Z,ANL-2002,ASSIGNED,ACKNOWLEDGED
EVT-0005575,ALT-000854,INVESTIGATION_STARTED,2026-01-08T15:49:00Z,ANL-2002,ACKNOWLEDGED,INVESTIGATING
EVT-0005576,ALT-000854,EVIDENCE_ADDED,2026-01-08T15:58:00Z,ANL-2002,INVESTIGATING,INVESTIGATING
EVT-0005577,ALT-000854,CLOSED,2026-01-08T23:11:00Z,ANL-2002,INVESTIGATING,CLOSED
EVT-0005578,ALT-000855,CREATED,2026-01-08T05:18:00Z,ANL-2024,,NEW
EVT-0005579,ALT-000855,ASSIGNED,2026-01-08T05:18:00Z,ANL-2024,NEW,ASSIGNED
EVT-0005580,ALT-000855,ACKNOWLEDGED,2026-01-08T05:39:00Z,ANL-2024,ASSIGNED,ACKNOWLEDGED
EVT-0005581,ALT-000855,INVESTIGATION_STARTED,2026-01-08T05:40:00Z,ANL-2024,ACKNOWLEDGED,INVESTIGATING
EVT-0005582,ALT-000855,CLOSED,2026-01-08T06:04:00Z,ANL-2024,INVESTIGATING,CLOSED
EVT-0005583,ALT-000856,CREATED,2026-01-08T04:17:00Z,ANL-2002,,NEW
EVT-0005584,ALT-000856,ASSIGNED,2026-01-08T04:17:00Z,ANL-2002,NEW,ASSIGNED
EVT-0005585,ALT-000856,ACKNOWLEDGED,2026-01-08T05:04:00Z,ANL-2002,ASSIGNED,ACKNOWLEDGED
EVT-0005586,ALT-000856,INVESTIGATION_STARTED,2026-01-08T05:08:00Z,ANL-2002,ACKNOWLEDGED,INVESTIGATING
EVT-0005587,ALT-000856,EVIDENCE_ADDED,2026-01-08T05:24:00Z,ANL-2002,INVESTIGATING,INVESTIGATING
EVT-0005588,ALT-000856,CLOSED,2026-01-08T11:20:00Z,ANL-2002,INVESTIGATING,CLOSED
EVT-0005589,ALT-000857,CREATED,2026-01-08T05:33:00Z,ANL-2013,,NEW
EVT-0005590,ALT-000857,ASSIGNED,2026-01-08T05:33:00Z,ANL-2013,NEW,ASSIGNED
EVT-0005591,ALT-000857,ACKNOWLEDGED,2026-01-08T05:57:00Z,ANL-2013,ASSIGNED,ACKNOWLEDGED
EVT-0005592,ALT-000857,INVESTIGATION_STARTED,2026-01-08T05:59:00Z,ANL-2013,ACKNOWLEDGED,INVESTIGATING
EVT-0005593,ALT-000857,EVIDENCE_ADDED,2026-01-08T06:25:00Z,ANL-2013,INVESTIGATING,INVESTIGATING
EVT-0005594,ALT-000857,CLOSED,2026-01-08T09:54:00Z,ANL-2013,INVESTIGATING,CLOSED
EVT-0005595,ALT-000858,CREATED,2026-01-08T23:03:00Z,ANL-2024,,NEW
EVT-0005596,ALT-000858,ASSIGNED,2026-01-08T23:03:00Z,ANL-2024,NEW,ASSIGNED
EVT-0005597,ALT-000858,ACKNOWLEDGED,2026-01-09T00:02:00Z,ANL-2024,ASSIGNED,ACKNOWLEDGED
EVT-0005598,ALT-000858,INVESTIGATION_STARTED,2026-01-09T00:07:00Z,ANL-2024,ACKNOWLEDGED,INVESTIGATING
EVT-0005599,ALT-000858,EVIDENCE_ADDED,2026-01-09T00:33:00Z,ANL-2024,INVESTIGATING,INVESTIGATING
EVT-0005600,ALT-000858,CLOSED,2026-01-09T07:56:00Z,ANL-2024,INVESTIGATING,CLOSED
EVT-0005601,ALT-000859,CREATED,2026-01-08T08:31:00Z,ANL-2013,,NEW
EVT-0005602,ALT-000859,ASSIGNED,2026-01-08T08:31:00Z,ANL-2013,NEW,ASSIGNED
EVT-0005603,ALT-000859,ACKNOWLEDGED,2026-01-08T08:33:00Z,ANL-2013,ASSIGNED,ACKNOWLEDGED
EVT-0005604,ALT-000859,INVESTIGATION_STARTED,2026-01-08T08:37:00Z,ANL-2013,ACKNOWLEDGED,INVESTIGATING
EVT-0005605,ALT-000859,CLOSED,2026-01-08T09:01:00Z,ANL-2013,INVESTIGATING,CLOSED
EVT-0005606,ALT-000860,CREATED,2026-01-08T21:14:00Z,ANL-2011,,NEW
EVT-0005607,ALT-000860,ASSIGNED,2026-01-08T21:14:00Z,ANL-2011,NEW,ASSIGNED
EVT-0005608,ALT-000860,ACKNOWLEDGED,2026-01-08T21:42:00Z,ANL-2011,ASSIGNED,ACKNOWLEDGED
EVT-0005609,ALT-000860,INVESTIGATION_STARTED,2026-01-08T21:46:00Z,ANL-2011,ACKNOWLEDGED,INVESTIGATING
EVT-0005610,ALT-000860,EVIDENCE_ADDED,2026-01-08T22:11:00Z,ANL-2011,INVESTIGATING,INVESTIGATING
EVT-0005611,ALT-000860,CLOSED,2026-01-08T23:41:00Z,ANL-2011,INVESTIGATING,CLOSED
EVT-0005612,ALT-000861,CREATED,2026-01-08T21:18:00Z,ANL-2014,,NEW
EVT-0005613,ALT-000861,ASSIGNED,2026-01-08T21:18:00Z,ANL-2014,NEW,ASSIGNED
EVT-0005614,ALT-000861,ACKNOWLEDGED,2026-01-08T22:01:00Z,ANL-2014,ASSIGNED,ACKNOWLEDGED
EVT-0005615,ALT-000861,INVESTIGATION_STARTED,2026-01-08T22:06:00Z,ANL-2014,ACKNOWLEDGED,INVESTIGATING
EVT-0005616,ALT-000861,EVIDENCE_ADDED,2026-01-08T22:43:00Z,ANL-2014,INVESTIGATING,INVESTIGATING
EVT-0005617,ALT-000861,CLOSED,2026-01-09T01:42:00Z,ANL-2014,INVESTIGATING,CLOSED
EVT-0005618,ALT-000862,CREATED,2026-01-08T20:12:00Z,ANL-2023,,NEW
EVT-0005619,ALT-000862,ASSIGNED,2026-01-08T20:12:00Z,ANL-2023,NEW,ASSIGNED
EVT-0005620,ALT-000862,ACKNOWLEDGED,2026-01-08T20:19:00Z,ANL-2023,ASSIGNED,ACKNOWLEDGED
EVT-0005621,ALT-000862,INVESTIGATION_STARTED,2026-01-08T20:23:00Z,ANL-2023,ACKNOWLEDGED,INVESTIGATING
EVT-0005622,ALT-000862,EVIDENCE_ADDED,2026-01-08T20:50:00Z,ANL-2023,INVESTIGATING,INVESTIGATING
EVT-0005623,ALT-000862,CLOSED,2026-01-08T21:07:00Z,ANL-2023,INVESTIGATING,CLOSED
EVT-0005624,ALT-000863,CREATED,2026-01-08T12:50:00Z,ANL-2007,,NEW
EVT-0005625,ALT-000863,ASSIGNED,2026-01-08T12:50:00Z,ANL-2007,NEW,ASSIGNED
EVT-0005626,ALT-000863,ACKNOWLEDGED,2026-01-08T12:54:00Z,ANL-2007,ASSIGNED,ACKNOWLEDGED
EVT-0005627,ALT-000863,INVESTIGATION_STARTED,2026-01-08T12:59:00Z,ANL-2007,ACKNOWLEDGED,INVESTIGATING
EVT-0005628,ALT-000863,ESCALATION_REQUESTED,2026-01-08T13:12:00Z,ANL-2007,INVESTIGATING,INVESTIGATING
EVT-0005629,ALT-000863,ESCALATED,2026-01-08T13:12:00Z,ANL-2007,INVESTIGATING,ESCALATED
EVT-0005630,ALT-000863,CLOSED,2026-01-08T13:19:00Z,ANL-2007,ESCALATED,CLOSED
EVT-0005631,ALT-000864,CREATED,2026-01-08T18:40:00Z,ANL-2010,,NEW
EVT-0005632,ALT-000864,ASSIGNED,2026-01-08T18:40:00Z,ANL-2010,NEW,ASSIGNED
EVT-0005633,ALT-000864,ACKNOWLEDGED,2026-01-08T18:41:00Z,ANL-2010,ASSIGNED,ACKNOWLEDGED
EVT-0005634,ALT-000864,INVESTIGATION_STARTED,2026-01-08T18:44:00Z,ANL-2010,ACKNOWLEDGED,INVESTIGATING
EVT-0005635,ALT-000864,ESCALATION_REQUESTED,2026-01-08T19:07:00Z,ANL-2010,INVESTIGATING,INVESTIGATING
EVT-0005636,ALT-000864,ESCALATED,2026-01-08T19:07:00Z,ANL-2010,INVESTIGATING,ESCALATED
EVT-0005637,ALT-000864,CLOSED,2026-01-08T19:13:00Z,ANL-2010,ESCALATED,CLOSED
EVT-0005638,ALT-000865,CREATED,2026-01-08T03:10:00Z,ANL-2012,,NEW
EVT-0005639,ALT-000865,ASSIGNED,2026-01-08T03:10:00Z,ANL-2012,NEW,ASSIGNED
EVT-0005640,ALT-000865,ACKNOWLEDGED,2026-01-08T03:50:00Z,ANL-2012,ASSIGNED,ACKNOWLEDGED
EVT-0005641,ALT-000865,INVESTIGATION_STARTED,2026-01-08T03:52:00Z,ANL-2012,ACKNOWLEDGED,INVESTIGATING
EVT-0005642,ALT-000865,EVIDENCE_ADDED,2026-01-08T04:20:00Z,ANL-2012,INVESTIGATING,INVESTIGATING
EVT-0005643,ALT-000865,CLOSED,2026-01-08T11:11:00Z,ANL-2012,INVESTIGATING,CLOSED
EVT-0005644,ALT-000866,CREATED,2026-01-08T02:55:00Z,ANL-2014,,NEW
