escalation_id,alert_id,case_id,required,required_level,trigger_reason,initiated,initiated_at,initiated_by,target_team,completed,completed_at,delay_minutes
ESC-000863,ALT-000863,CASE-000863,True,L3,CRITICAL severity per policy,True,2026-01-08T13:12:00Z,ANL-2007,Incident Response,True,2026-01-08T13:27:00Z,13.0
ESC-000864,ALT-000864,CASE-000864,True,L2,HIGH severity per policy,True,2026-01-08T19:07:00Z,ANL-2010,Incident Response,True,2026-01-08T19:22:00Z,23.0
ESC-000865,ALT-000865,CASE-000865,False,,Not required,False,,,,False,,
ESC-000866,ALT-000866,CASE-000866,True,L2,HIGH severity per policy,True,2026-01-08T10:36:00Z,ANL-2014,Incident Response,True,2026-01-08T10:51:00Z,353.0
ESC-000867,ALT-000867,CASE-000867,True,L2,HIGH severity per policy,True,2026-01-08T02:25:00Z,ANL-2010,Incident Response,True,2026-01-08T02:40:00Z,67.0
ESC-000868,ALT-000868,CASE-000868,False,,Not required,False,,,,False,,
ESC-000869,ALT-000869,CASE-000869,True,L3,CRITICAL severity per policy,True,2026-01-08T19:57:00Z,ANL-2014,Incident Response,True,2026-01-08T20:12:00Z,36.0
ESC-000870,ALT-000870,CASE-000870,False,,Not required,False,,,,False,,
ESC-000871,ALT-000871,CASE-000871,True,L2,HIGH severity per policy,True,2026-01-09T00:35:00Z,ANL-2003,Incident Response,True,2026-01-09T00:50:00Z,62.0
ESC-000872,ALT-000872,CASE-000872,False,,Not required,False,,,,False,,
ESC-000873,ALT-000873,CASE-000873,True,L3,CRITICAL severity per policy,False,,,Incident Response,False,,
ESC-000874,ALT-000874,CASE-000874,True,L2,HIGH severity per policy,True,2026-01-08T07:06:00Z,ANL-2008,Incident Response,True,2026-01-08T07:21:00Z,71.0
ESC-000875,ALT-000875,CASE-000875,False,,Not required,False,,,,False,,
ESC-000876,ALT-000876,CASE-000876,False,,Not required,False,,,,False,,
ESC-000877,ALT-000877,CASE-000877,True,L2,HIGH severity per policy,True,2026-01-08T05:54:00Z,ANL-2002,Incident Response,True,2026-01-08T06:09:00Z,65.0
ESC-000878,ALT-000878,CASE-000878,True,L3,CRITICAL severity per policy,True,2026-01-08T12:15:00Z,ANL-2019,Incident Response,True,2026-01-08T12:30:00Z,33.0
ESC-000879,ALT-000879,CASE-000879,False,,Not required,False,,,,False,,
ESC-000880,ALT-000880,CASE-000880,True,L2,HIGH severity per policy,True,2026-01-08T07:11:00Z,ANL-2010,Incident Response,True,2026-01-08T07:26:00Z,351.0
ESC-000881,ALT-000881,CASE-000881,False,,Not required,False,,,,False,,
ESC-000882,ALT-000882,CASE-000882,False,,Not required,False,,,,False,,
ESC-000883,ALT-000883,CASE-000883,False,,Not required,False,,,,False,,
ESC-000884,ALT-000884,CASE-000884,False,,Not required,False,,,,False,,
ESC-000885,ALT-000885,CASE-000885,False,,Not required,False,,,,False,,
ESC-000886,ALT-000886,CASE-000886,True,L3,CRITICAL severity per policy,True,2026-01-09T14:27:00Z,ANL-2014,Incident Response,True,2026-01-09T14:42:00Z,33.0
ESC-000887,ALT-000887,CASE-000887,False,,Not required,False,,,,False,,
ESC-000888,ALT-000888,CASE-000888,False,,Not required,False,,,,False,,
ESC-000889,ALT-000889,CASE-000889,True,L3,CRITICAL severity per policy,True,2026-01-09T18:22:00Z,ANL-2009,Incident Response,True,2026-01-09T18:37:00Z,26.0
ESC-000890,ALT-000890,CASE-000890,False,,Not required,False,,,,False,,
ESC-000891,ALT-000891,CASE-000891,False,,Not required,False,,,,False,,
ESC-000892,ALT-000892,CASE-000892,False,,Not required,False,,,,False,,
ESC-000893,ALT-000893,CASE-000893,True,L3,CRITICAL severity per policy,True,2026-01-09T19:21:00Z,ANL-2005,Incident Response,True,2026-01-09T19:36:00Z,43.0
ESC-000894,ALT-000894,CASE-000894,True,L2,HIGH severity per policy,True,2026-01-09T16:52:00Z,ANL-2024,Incident Response,True,2026-01-09T17:07:00Z,76.0
ESC-000895,ALT-000895,CASE-000895,True,L2,HIGH severity per policy,True,2026-01-09T22:39:00Z,ANL-2001,Incident Response,True,2026-01-09T22:54:00Z,179.0
ESC-000896,ALT-000896,CASE-000896,False,,Not required,False,,,,False,,
ESC-000897,ALT-000897,CASE-000897,False,,Not required,False,,,,False,,
ESC-000898,ALT-000898,CASE-000898,False,,Not required,False,,,,False,,
ESC-000899,ALT-000899,CASE-000899,False,,Not required,False,,,,False,,
ESC-000900,ALT-000900,CASE-000900,True,L2,HIGH severity per policy,False,,,Incident Response,False,,
ESC-000901,ALT-000901,CASE-000901,False,,Not required,False,,,,False,,
ESC-000902,ALT-000902,CASE-000902,True,L3,CRITICAL severity per policy,True,2026-01-09T18:01:00Z,ANL-2007,Incident Response,True,2026-01-09T18:16:00Z,27.0
ESC-000903,ALT-000903,CASE-000903,False,,Not required,False,,,,False,,
ESC-000904,ALT-000904,CASE-000904,True,L3,CRITICAL severity per policy,True,2026-01-09T19:08:00Z,ANL-2021,Incident Response,True,2026-01-09T19:23:00Z,19.0
ESC-000905,ALT-000905,CASE-000905,True,L2,HIGH severity per policy,False,,,Incident Response,False,,
ESC-000906,ALT-000906,CASE-000906,False,,Not required,False,,,,False,,
ESC-000907,ALT-000907,CASE-000907,False,,Not required,False,,,,False,,
ESC-000908,ALT-000908,CASE-000908,False,,Not required,False,,,,False,,
ESC-000909,ALT-000909,CASE-000909,True,L3,CRITICAL severity per policy,True,2026-01-09T14:33:00Z,ANL-2021,Incident Response,True,2026-01-09T14:48:00Z,28.0
ESC-000910,ALT-000910,CASE-000910,False,,Not required,False,,,,False,,
ESC-000911,ALT-000911,CASE-000911,False,,Not required,False,,,,False,,
ESC-000912,ALT-000912,CASE-000912,False,,Not required,False,,,,False,,
ESC-000913,ALT-000913,CASE-000913,True,L2,HIGH severity per policy,True,2026-01-09T21:21:00Z,ANL-2015,Incident Response,True,2026-01-09T21:36:00Z,62.0
ESC-000914,ALT-000914,CASE-000914,False,,Not required,False,,,,False,,
ESC-000915,ALT-000915,CASE-000915,True,L2,HIGH severity per policy,True,2026-01-09T13:21:00Z,ANL-2016,Incident Response,True,2026-01-09T13:36:00Z,54.0
ESC-000916,ALT-000916,CASE-000916,False,,Not required,False,,,,False,,
ESC-000917,ALT-000917,CASE-000917,False,,Not required,False,,,,False,,
ESC-000918,ALT-000918,CASE-000918,False,,Not required,False,,,,False,,
ESC-000919,ALT-000919,CASE-000919,False,,Not required,False,,,,False,,
ESC-000920,ALT-000920,CASE-000920,False,,Not required,False,,,,False,,
ESC-000921,ALT-000921,CASE-000921,False,,Not required,False,,,,False,,
ESC-000922,ALT-000922,CASE-000922,False,,Not required,False,,,,False,,
ESC-000923,ALT-000923,CASE-000923,False,,Not required,False,,,,False,,
ESC-000924,ALT-000924,CASE-000924,False,,Not required,False,,,,False,,
ESC-000925,ALT-000925,CASE-000925,False,,Not required,False,,,,False,,
ESC-000926,ALT-000926,CASE-000926,False,,Not required,False,,,,False,,
ESC-000927,ALT-000927,CASE-000927,False,,Not required,False,,,,False,,
ESC-000928,ALT-000928,CASE-000928,False,,Not required,False,,,,False,,
ESC-000929,ALT-000929,CASE-000929,True,L2,HIGH severity per policy,True,2026-01-10T09:20:00Z,ANL-2003,Incident Response,True,2026-01-10T09:35:00Z,63.0
ESC-000930,ALT-000930,CASE-000930,True,L2,HIGH severity per policy,True,2026-01-10T17:24:00Z,ANL-2008,Incident Response,True,2026-01-10T17:39:00Z,42.0
ESC-000931,ALT-000931,CASE-000931,False,,Not required,False,,,,False,,
ESC-000932,ALT-000932,CASE-000932,False,,Not required,False,,,,False,,
ESC-000933,ALT-000933,CASE-000933,False,,Not required,False,,,,False,,
ESC-000934,ALT-000934,CASE-000934,False,,Not required,False,,,,False,,
ESC-000935,ALT-000935,CASE-000935,False,,Not required,False,,,,False,,
ESC-000936,ALT-000936,CASE-000936,False,,Not required,False,,,,False,,
ESC-000937,ALT-000937,CASE-000937,False,,Not required,False,,,,False,,
ESC-000938,ALT-000938,CASE-000938,True,L2,HIGH severity per policy,True,2026-01-10T10:31:00Z,ANL-2021,Incident Response,True,2026-01-10T10:46:00Z,67.0
ESC-000939,ALT-000939,CASE-000939,False,,Not required,False,,,,False,,
ESC-000940,ALT-000940,CASE-000940,False,,Not required,False,,,,False,,
ESC-000941,ALT-000941,CASE-000941,True,L3,CRITICAL severity per policy,True,2026-01-10T04:04:00Z,ANL-2004,Incident Response,True,2026-01-10T04:19:00Z,23.0
ESC-000942,ALT-000942,CASE-000942,True,L2,HIGH severity per policy,True,2026-01-10T14:12:00Z,ANL-2014,Incident Response,True,2026-01-10T14:27:00Z,48.0
ESC-000943,ALT-000943,CASE-000943,False,,Not required,False,,,,False,,
ESC-000944,ALT-000944,CASE-000944,True,L2,HIGH severity per policy,True,2026-01-10T08:02:00Z,ANL-2021,Incident Response,True,2026-01-10T08:17:00Z,72.0
ESC-000945,ALT-000945,CASE-000945,False,,Not required,False,,,,False,,
ESC-000946,ALT-000946,CASE-000946,True,L3,CRITICAL severity per policy,True,2026-01-10T18:17:00Z,ANL-2020,Incident Response,True,2026-01-10T18:32:00Z,24.0
ESC-000947,ALT-000947,CASE-000947,True,L2,HIGH severity per policy,True,2026-01-10T02:04:00Z,ANL-2006,Incident Response,True,2026-01-10T02:19:00Z,68.0
ESC-000948,ALT-000948,CASE-000948,False,,Not required,False,,,,False,,
ESC-000949,ALT-000949,CASE-000949,False,,Not required,False,,,,False,,
ESC-000950,ALT-000950,CASE-000950,True,L2,HIGH severity per policy,False,,,Incident Response,False,,
ESC-000951,ALT-000951,CASE-000951,False,,Not required,False,,,,False,,
ESC-000952,ALT-000952,CASE-000952,False,,Not required,False,,,,False,,
ESC-000953,ALT-000953,CASE-000953,False,,Not required,False,,,,False,,
ESC-000954,ALT-000954,CASE-000954,False,,Not required,False,,,,False,,
ESC-000955,ALT-000955,CASE-000955,True,L3,CRITICAL severity per policy,True,2026-01-10T04:03:00Z,ANL-2016,Incident Response,True,2026-01-10T04:18:00Z,29.0
ESC-000956,ALT-000956,CASE-000956,False,,Not required,False,,,,False,,
ESC-000957,ALT-000957,CASE-000957,True,L2,HIGH severity per policy,True,2026-01-10T02:27:00Z,ANL-2013,Incident Response,True,2026-01-10T02:42:00Z,35.0
ESC-000958,ALT-000958,CASE-000958,True,L2,HIGH severity per policy,True,2026-01-10T07:04:00Z,ANL-2011,Incident Response,True,2026-01-10T07:19:00Z,33.0
ESC-000959,ALT-000959,CASE-000959,False,,Not required,False,,,,False,,
ESC-000960,ALT-000960,CASE-000960,False,,Not required,False,,,,False,,
ESC-000961,ALT-000961,CASE-000961,False,,Not required,False,,,,False,,
ESC-000962,ALT-000962,CASE-000962,False,,Not required,False,,,,False,,
ESC-000963,ALT-000963,CASE-000963,False,,Not required,False,,,,False,,
ESC-000964,ALT-000964,CASE-000964,False,,Not required,False,,,,False,,
ESC-000965,ALT-000965,CASE-000965,True,L2,HIGH severity per policy,True,2026-01-11T09:10:00Z,ANL-2008,Incident Response,True,2026-01-11T09:25:00Z,71.0
ESC-000966,ALT-000966,CASE-000966,False,,Not required,False,,,,False,,
ESC-000967,ALT-000967,CASE-000967,True,L3,CRITICAL severity per policy,True,2026-01-12T00:07:00Z,ANL-2023,Incident Response,True,2026-01-12T00:22:00Z,18.0
ESC-000968,ALT-000968,CASE-000968,False,,Not required,False,,,,False,,
ESC-000969,ALT-000969,CASE-000969,False,,Not required,False,,,,False,,
ESC-000970,ALT-000970,CASE-000970,False,,Not required,False,,,,False,,
ESC-000971,ALT-000971,CASE-000971,False,,Not required,False,,,,False,,
ESC-000972,ALT-000972,CASE-000972,True,L3,CRITICAL severity per policy,True,2026-01-11T23:26:00Z,ANL-2013,Incident Response,True,2026-01-11T23:41:00Z,30.0
ESC-000973,ALT-000973,CASE-000973,False,,Not required,False,,,,False,,
ESC-000974,ALT-000974,CASE-000974,False,,Not required,False,,,,False,,
ESC-000975,ALT-000975,CASE-000975,True,L2,HIGH severity per policy,True,2026-01-11T16:21:00Z,ANL-2016,Incident Response,True,2026-01-11T16:36:00Z,264.0
ESC-000976,ALT-000976,CASE-000976,False,,Not required,False,,,,False,,
ESC-000977,ALT-000977,CASE-000977,False,,Not required,False,,,,False,,
ESC-000978,ALT-000978,CASE-000978,True,L2,HIGH severity per policy,True,2026-01-12T00:39:00Z,ANL-2005,Incident Response,True,2026-01-12T00:54:00Z,77.0
ESC-000979,ALT-000979,CASE-000979,False,,Not required,False,,,,False,,
ESC-000980,ALT-000980,CASE-000980,False,,Not required,False,,,,False,,
ESC-000981,ALT-000981,CASE-000981,False,,Not required,False,,,,False,,
ESC-000982,ALT-000982,CASE-000982,True,L2,HIGH severity per policy,True,2026-01-11T19:18:00Z,ANL-2021,Incident Response,True,2026-01-11T19:33:00Z,32.0
ESC-000983,ALT-000983,CASE-000983,False,,Not required,False,,,,False,,
ESC-000984,ALT-000984,CASE-000984,False,,Not required,False,,,,False,,
ESC-000985,ALT-000985,CASE-000985,True,L3,CRITICAL severity per policy,True,2026-01-11T11:49:00Z,ANL-2024,Incident Response,True,2026-01-11T12:04:00Z,26.0
ESC-000986,ALT-000986,CASE-000986,False,,Not required,False,,,,False,,
ESC-000987,ALT-000987,CASE-000987,False,,Not required,False,,,,False,,
ESC-000988,ALT-000988,CASE-000988,False,,Not required,False,,,,False,,
ESC-000989,ALT-000989,CASE-000989,False,,Not required,False,,,,False,,
ESC-000990,ALT-000990,CASE-000990,False,,Not required,False,,,,False,,
ESC-000991,ALT-000991,CASE-000991,True,L2,HIGH severity per policy,True,2026-01-11T17:39:00Z,ANL-2009,Incident Response,True,2026-01-11T17:54:00Z,42.0
ESC-000992,ALT-000992,CASE-000992,True,L2,HIGH severity per policy,True,2026-01-11T11:27:00Z,ANL-2017,Incident Response,True,2026-01-11T11:42:00Z,77.0
ESC-000993,ALT-000993,CASE-000993,False,,Not required,False,,,,False,,
ESC-000994,ALT-000994,CASE-000994,True,L2,HIGH severity per policy,True,2026-01-11T14:16:00Z,ANL-2016,Incident Response,True,2026-01-11T14:31:00Z,69.0
ESC-000995,ALT-000995,CASE-000995,False,,Not required,False,,,,False,,
ESC-000996,ALT-000996,CASE-000996,True,L3,CRITICAL severity per policy,True,2026-01-11T13:53:00Z,ANL-2024,Incident Response,True,2026-01-11T14:08:00Z,30.0
ESC-000997,ALT-000997,CASE-000997,True,L2,HIGH severity per policy,True,2026-01-11T05:02:00Z,ANL-2016,Incident Response,True,2026-01-11T05:17:00Z,81.0
ESC-000998,ALT-000998,CASE-000998,False,,Not required,False,,,,False,,
ESC-000999,ALT-000999,CASE-000999,False,,Not required,False,,,,False,,
ESC-001000,ALT-001000,CASE-001000,True,L3,CRITICAL severity per policy,True,2026-01-12T00:04:00Z,ANL-2001,Incident Response,True,2026-01-12T00:19:00Z,23.0
ESC-001001,ALT-001001,CASE-001001,False,,Not required,False,,,,False,,
ESC-001002,ALT-001002,CASE-001002,False,,Not required,False,,,,False,,
ESC-001003,ALT-001003,CASE-001003,False,,Not required,False,,,,False,,
ESC-001004,ALT-001004,CASE-001004,False,,Not required,False,,,,False,,
ESC-001005,ALT-001005,CASE-001005,False,,Not required,False,,,,False,,
ESC-001006,ALT-001006,CASE-001006,False,,Not required,False,,,,False,,
ESC-001007,ALT-001007,CASE-001007,True,L2,HIGH severity per policy,True,2026-01-12T02:02:00Z,ANL-2013,Incident Response,True,2026-01-12T02:17:00Z,51.0
ESC-001008,ALT-001008,CASE-001008,False,,Not required,False,,,,False,,
ESC-001009,ALT-001009,CASE-001009,True,L2,HIGH severity per policy,True,2026-01-12T10:15:00Z,ANL-2024,Incident Response,True,2026-01-12T10:30:00Z,22.0
ESC-001010,ALT-001010,CASE-001010,True,L2,HIGH severity per policy,True,2026-01-13T00:55:00Z,ANL-2024,Incident Response,True,2026-01-13T01:10:00Z,60.0
ESC-001011,ALT-001011,CASE-001011,False,,Not required,False,,,,False,,
ESC-001012,ALT-001012,CASE-001012,False,,Not required,False,,,,False,,
ESC-001013,ALT-001013,CASE-001013,True,L2,HIGH severity per policy,True,2026-01-12T09:52:00Z,ANL-2018,Incident Response,True,2026-01-12T10:07:00Z,71.0
ESC-001014,ALT-001014,CASE-001014,False,,Not required,False,,,,False,,
ESC-001015,ALT-001015,CASE-001015,False,,Not required,False,,,,False,,
ESC-001016,ALT-001016,CASE-001016,False,,Not required,False,,,,False,,
ESC-001017,ALT-001017,CASE-001017,False,,Not required,False,,,,False,,
ESC-001018,ALT-001018,CASE-001018,False,,Not required,False,,,,False,,
ESC-001019,ALT-001019,CASE-001019,False,,Not required,False,,,,False,,
ESC-001020,ALT-001020,CASE-001020,True,L3,CRITICAL severity per policy,True,2026-01-12T01:33:00Z,ANL-2009,Incident Response,True,2026-01-12T01:48:00Z,32.0
ESC-001021,ALT-001021,CASE-001021,True,L3,CRITICAL severity per policy,True,2026-01-12T10:29:00Z,ANL-2006,Incident Response,True,2026-01-12T10:44:00Z,24.0
ESC-001022,ALT-001022,CASE-001022,False,,Not required,False,,,,False,,
ESC-001023,ALT-001023,CASE-001023,False,,Not required,False,,,,False,,
ESC-001024,ALT-001024,CASE-001024,False,,Not required,False,,,,False,,
ESC-001025,ALT-001025,CASE-001025,False,,Not required,False,,,,False,,
ESC-001026,ALT-001026,CASE-001026,True,L3,CRITICAL severity per policy,True,2026-01-12T19:28:00Z,ANL-2006,Incident Response,True,2026-01-12T19:43:00Z,21.0
ESC-001027,ALT-001027,CASE-001027,False,,Not required,False,,,,False,,
ESC-001028,ALT-001028,CASE-001028,False,,Not required,False,,,,False,,
ESC-001029,ALT-001029,CASE-001029,False,,Not required,False,,,,False,,
ESC-001030,ALT-001030,CASE-001030,True,L2,HIGH severity per policy,True,2026-01-12T12:11:00Z,ANL-2018,Incident Response,True,2026-01-12T12:26:00Z,35.0
ESC-001031,ALT-001031,CASE-001031,True,L2,HIGH severity per policy,True,2026-01-12T13:35:00Z,ANL-2001,Incident Response,True,2026-01-12T13:50:00Z,83.0
ESC-001032,ALT-001032,CASE-001032,True,L2,HIGH severity per policy,True,2026-01-12T04:31:00Z,ANL-2014,Incident Response,True,2026-01-12T04:46:00Z,42.0
ESC-001033,ALT-001033,CASE-001033,False,,Not required,False,,,,False,,
ESC-001034,ALT-001034,CASE-001034,True,L2,HIGH severity per policy,True,2026-01-12T17:28:00Z,ANL-2004,Incident Response,True,2026-01-12T17:43:00Z,41.0
ESC-001035,ALT-001035,CASE-001035,False,,Not required,False,,,,False,,
ESC-001036,ALT-001036,CASE-001036,True,L3,CRITICAL severity per policy,True,2026-01-12T20:10:00Z,ANL-2021,Incident Response,True,2026-01-12T20:25:00Z,24.0
ESC-001037,ALT-001037,CASE-001037,False,,Not required,False,,,,False,,
ESC-001038,ALT-001038,CASE-001038,False,,Not required,False,,,,False,,
ESC-001039,ALT-001039,CASE-001039,False,,Not required,False,,,,False,,
ESC-001040,ALT-001040,CASE-001040,False,,Not required,False,,,,False,,
ESC-001041,ALT-001041,CASE-001041,False,,Not required,False,,,,False,,
ESC-001042,ALT-001042,CASE-001042,True,L2,HIGH severity per policy,True,2026-01-13T00:56:00Z,ANL-2003,Incident Response,True,2026-01-13T01:11:00Z,28.0
ESC-001043,ALT-001043,CASE-001043,False,,Not required,False,,,,False,,
ESC-001044,ALT-001044,CASE-001044,True,L3,CRITICAL severity per policy,True,2026-01-13T04:24:00Z,ANL-2008,Incident Response,True,2026-01-13T04:39:00Z,32.0
ESC-001045,ALT-001045,CASE-001045,True,L3,CRITICAL severity per policy,True,2026-01-13T08:41:00Z,ANL-2009,Incident Response,True,2026-01-13T08:56:00Z,34.0
ESC-001046,ALT-001046,CASE-001046,False,,Not required,False,,,,False,,
ESC-001047,ALT-001047,CASE-001047,False,,Not required,False,,,,False,,
ESC-001048,ALT-001048,CASE-001048,True,L3,CRITICAL severity per policy,True,2026-01-13T21:03:00Z,ANL-2002,Incident Response,True,2026-01-13T21:18:00Z,22.0
ESC-001049,ALT-001049,CASE-001049,False,,Not required,False,,,,False,,
ESC-001050,ALT-001050,CASE-001050,False,,Not required,False,,,,False,,
ESC-001051,ALT-001051,CASE-001051,False,,Not required,False,,,,False,,
ESC-001052,ALT-001052,CASE-001052,True,L3,CRITICAL severity per policy,True,2026-01-13T10:37:00Z,ANL-2014,Incident Response,True,2026-01-13T10:52:00Z,34.0
ESC-001053,ALT-001053,CASE-001053,False,,Not required,False,,,,False,,
ESC-001054,ALT-001054,CASE-001054,True,L3,CRITICAL severity per policy,True,2026-01-14T00:49:00Z,ANL-2011,Incident Response,True,2026-01-14T01:04:00Z,177.0
ESC-001055,ALT-001055,CASE-001055,True,L2,HIGH severity per policy,True,2026-01-13T04:23:00Z,ANL-2024,Incident Response,True,2026-01-13T04:38:00Z,34.0
ESC-001056,ALT-001056,CASE-001056,False,,Not required,False,,,,False,,
ESC-001057,ALT-001057,CASE-001057,False,,Not required,False,,,,False,,
ESC-001058,ALT-001058,CASE-001058,False,,Not required,False,,,,False,,
ESC-001059,ALT-001059,CASE-001059,True,L2,HIGH severity per policy,True,2026-01-14T00:26:00Z,ANL-2014,Incident Response,True,2026-01-14T00:41:00Z,31.0
ESC-001060,ALT-001060,CASE-001060,False,,Not required,False,,,,False,,
ESC-001061,ALT-001061,CASE-001061,False,,Not required,False,,,,False,,
ESC-001062,ALT-001062,CASE-001062,True,L3,CRITICAL severity per policy,True,2026-01-13T14:27:00Z,ANL-2007,Incident Response,True,2026-01-13T14:42:00Z,20.0
ESC-001063,ALT-001063,CASE-001063,False,,Not required,False,,,,False,,
ESC-001064,ALT-001064,CASE-001064,False,,Not required,False,,,,False,,
ESC-001065,ALT-001065,CASE-001065,False,,Not required,False,,,,False,,
ESC-001066,ALT-001066,CASE-001066,False,,Not required,False,,,,False,,
ESC-001067,ALT-001067,CASE-001067,False,,Not required,False,,,,False,,
ESC-001068,ALT-001068,CASE-001068,False,,Not required,False,,,,False,,
ESC-001069,ALT-001069,CASE-001069,False,,Not required,False,,,,False,,
ESC-001070,ALT-001070,CASE-001070,False,,Not required,False,,,,False,,
ESC-001071,ALT-001071,CASE-001071,False,,Not required,False,,,,False,,
ESC-001072,ALT-001072,CASE-001072,False,,Not required,False,,,,False,,
ESC-001073,ALT-001073,CASE-001073,True,L2,HIGH severity per policy,True,2026-01-13T13:11:00Z,ANL-2001,Incident Response,True,2026-01-13T13:26:00Z,57.0
ESC-001074,ALT-001074,CASE-001074,False,,Not required,False,,,,False,,
ESC-001075,ALT-001075,CASE-001075,True,L2,HIGH severity per policy,True,2026-01-13T15:40:00Z,ANL-2021,Incident Response,True,2026-01-13T15:55:00Z,51.0
ESC-001076,ALT-001076,CASE-001076,False,,Not required,False,,,,False,,
ESC-001077,ALT-001077,CASE-001077,False,,Not required,False,,,,False,,
ESC-001078,ALT-001078,CASE-001078,False,,Not required,False,,,,False,,
ESC-001079,ALT-001079,CASE-001079,False,,Not required,False,,,,False,,
ESC-001080,ALT-001080,CASE-001080,False,,Not required,False,,,,False,,
ESC-001081,ALT-001081,CASE-001081,True,L3,CRITICAL severity per policy,True,2026-01-14T12:10:00Z,ANL-2011,Incident Response,True,2026-01-14T12:25:00Z,36.0
ESC-001082,ALT-001082,CASE-001082,False,,Not required,False,,,,False,,
ESC-001083,ALT-001083,CASE-001083,True,L3,CRITICAL severity per policy,True,2026-01-14T11:27:00Z,ANL-2004,Incident Response,True,2026-01-14T11:42:00Z,36.0
ESC-001084,ALT-001084,CASE-001084,True,L2,HIGH severity per policy,True,2026-01-14T05:08:00Z,ANL-2001,Incident Response,True,2026-01-14T05:23:00Z,52.0
ESC-001085,ALT-001085,CASE-001085,True,L2,HIGH severity per policy,True,2026-01-14T19:37:00Z,ANL-2005,Incident Response,True,2026-01-14T19:52:00Z,80.0
ESC-001086,ALT-001086,CASE-001086,False,,Not required,False,,,,False,,
ESC-001087,ALT-001087,CASE-001087,False,,Not required,False,,,,False,,
ESC-001088,ALT-001088,CASE-001088,False,,Not required,False,,,,False,,
ESC-001089,ALT-001089,CASE-001089,True,L2,HIGH severity per policy,False,,,Incident Response,False,,
ESC-001090,ALT-001090,CASE-001090,False,,Not required,False,,,,False,,
ESC-001091,ALT-001091,CASE-001091,False,,Not required,False,,,,False,,
ESC-001092,ALT-001092,CASE-001092,False,,Not required,False,,,,False,,
ESC-001093,ALT-001093,CASE-001093,True,L2,HIGH severity per policy,True,2026-01-14T23:02:00Z,ANL-2015,Incident Response,True,2026-01-14T23:17:00Z,75.0
ESC-001094,ALT-001094,CASE-001094,False,,Not required,False,,,,False,,
ESC-001095,ALT-001095,CASE-001095,False,,Not required,False,,,,False,,
ESC-001096,ALT-001096,CASE-001096,False,,Not required,False,,,,False,,
ESC-001097,ALT-001097,CASE-001097,True,L2,HIGH severity per policy,True,2026-01-14T09:46:00Z,ANL-2016,Incident Response,True,2026-01-14T10:01:00Z,50.0
ESC-001098,ALT-001098,CASE-001098,False,,Not required,False,,,,False,,
ESC-001099,ALT-001099,CASE-001099,True,L2,HIGH severity per policy,True,2026-01-14T17:06:00Z,ANL-2010,Incident Response,True,2026-01-14T17:21:00Z,29.0
ESC-001100,ALT-001100,CASE-001100,False,,Not required,False,,,,False,,
ESC-001101,ALT-001101,CASE-001101,False,,Not required,False,,,,False,,
ESC-001102,ALT-001102,CASE-001102,False,,Not required,False,,,,False,,
ESC-001103,ALT-001103,CASE-001103,True,L2,HIGH severity per policy,True,2026-01-14T06:17:00Z,ANL-2024,Incident Response,True,2026-01-14T06:32:00Z,50.0
ESC-001104,ALT-001104,CASE-001104,False,,Not required,False,,,,False,,
ESC-001105,ALT-001105,CASE-001105,True,L2,HIGH severity per policy,True,2026-01-14T15:49:00Z,ANL-2021,Incident Response,True,2026-01-14T16:04:00Z,64.0
ESC-001106,ALT-001106,CASE-001106,False,,Not required,False,,,,False,,
ESC-001107,ALT-001107,CASE-001107,True,L2,HIGH severity per policy,True,2026-01-14T11:27:00Z,ANL-2020,Incident Response,True,2026-01-14T11:42:00Z,47.0
ESC-001108,ALT-001108,CASE-001108,True,L3,CRITICAL severity per policy,False,,,Incident Response,False,,
ESC-001109,ALT-001109,CASE-001109,True,L3,CRITICAL severity per policy,True,2026-01-14T06:57:00Z,ANL-2015,Incident Response,True,2026-01-14T07:12:00Z,31.0
ESC-001110,ALT-001110,CASE-001110,True,L2,HIGH severity per policy,True,2026-01-14T21:27:00Z,ANL-2023,Incident Response,True,2026-01-14T21:42:00Z,64.0
ESC-001111,ALT-001111,CASE-001111,False,,Not required,False,,,,False,,
ESC-001112,ALT-001112,CASE-001112,True,L2,HIGH severity per policy,True,2026-01-14T23:12:00Z,ANL-2008,Incident Response,True,2026-01-14T23:27:00Z,64.0
ESC-001113,ALT-001113,CASE-001113,True,L2,HIGH severity per policy,True,2026-01-14T16:15:00Z,ANL-2009,Incident Response,True,2026-01-14T16:30:00Z,23.0
ESC-001114,ALT-001114,CASE-001114,False,,Not required,False,,,,False,,
ESC-001115,ALT-001115,CASE-001115,False,,Not required,False,,,,False,,
ESC-001116,ALT-001116,CASE-001116,True,L2,HIGH severity per policy,True,2026-01-15T00:15:00Z,ANL-2019,Incident Response,True,2026-01-15T00:30:00Z,87.0
ESC-001117,ALT-001117,CASE-001117,False,,Not required,False,,,,False,,
ESC-001118,ALT-001118,CASE-001118,False,,Not required,False,,,,False,,
ESC-001119,ALT-001119,CASE-001119,False,,Not required,False,,,,False,,
ESC-001120,ALT-001120,CASE-001120,False,,Not required,False,,,,False,,
ESC-001121,ALT-001121,CASE-001121,False,,Not required,False,,,,False,,
ESC-001122,ALT-001122,CASE-001122,False,,Not required,False,,,,False,,
